,KOL_ID,Username,Price per post,Country,Restaurant Code,Restaurant Name,Cuisine Type,Social Media,Social media URL,Booking Date,Booking ID,Boost Code,Post Type,Post Date,Post URL,D+1,Views,Comments,Likes,D+5,Views (+5),Comments (+5),Likes (+5),D+10,Views (+10,Comments (+10),Likes (+10),growth rate,Conv Rate,CPM,Content,Hook (First 5 Seconds),Transcript,views (latest total)
,HH-Page,hungryhubofficial,0,Bangkok,2483,Xin Tian Di Crowne Plaza Bangkok Lumpini Park,Chinese,Tiktok,https://tiktok.com/@hungryhubofficial,,Page,,video,08/11/2025,https://www.tiktok.com/@hungryhubofficial/video/7570377506763623687,09/11/2025,"11,302",3,162,13/11/2025,,,,18/11/2025,"16,300",4,217,44.2%,1.36%,0.00,"บุฟเฟต์ติ่มซำงบ 6 ใบแดงสั่งได้กว่า 50 อย่าง😱ร้านนี้กำลังมาแรงมาก!#hungryhub #อร่อยบอกต่อ #tiktokuni #บุฟเฟ่ต์ #ติ่มซํา  & [""hungryhub"",""อร่อยบอกต่อ"",""tiktokuni"",""บุฟเฟ่ต์"",""ติ่มซํา""]",,,
,HH-SGDAJ,daddy.xj,,Bangkok,837,Copper Beyond Buffet The Sense Pinklao (Hungry Hub),International ,Instagram,Instagram.com/daddy.xj,,Paid,,Video,30/08/2024,https://www.instagram.com/p/C_TCVQcMfD6/,01/07/2025,"622,701",162,7490,04/09/2024,,,,14/07/2025,"623,057",163,7493,0.1%,1.23%,0.00,,This is the Best buffet in XXX located in XXX (VO and text) ,,623057
,HH-TCLXXXLX,clark_bkk,"5,000",Bangkok,5349,Samosorn One Bangkok,Thai,Tiktok,https://tiktok.com/@clark_bkk,,Paid,,video,15/11/2025,https://www.tiktok.com/@clark_bkk/video/7572775324073610518,16/11/2025,821,7,137,20/11/2025,"2,718",8,252,25/11/2025,,,,-100.0%,#DIV/0!,#DIV/0!,"นั่นคือแกงเขียวหวานไทยที่ผมชอบที่สุดครับ 😮‍💨🤤 @HungryHub_Official  #HungryHub #HungryHubThailand #Thailand #Bangkok #RoadTo40k  & [null,""hungryhub"",""hungryhubthailand"",""thailand"",""bangkok"",""roadto40k""]",,,
,HH-TCLXXXLX,clark_bkk,"5,000",Bangkok,5349,Samosorn One Bangkok,Thai,Instagram,,,Paid,,Video,15/11/2025,https://www.instagram.com/p/DRD4mYwE-oC/,16/11/2025,"5,357",2,299,20/11/2025,"9,108",3,518,25/11/2025,,,,-100.0%,#DIV/0!,#DIV/0!,"นั่นคือแกงเขียวหวานไทยที่ผมชอบที่สุดครับ 😮‍💨🤤

@hungryhub_th 

#HungryHub #HungryHubThailand #Thailand #Bangkok #RoadTo40k & ",,,
,HH-TDEEVEDZ,dealdeeeveryone,,Bangkok,565,Bai Yun Banyan Tree Bangkok,Chinese,Tiktok,Tiktok.com/@dealdeeeveryone,,Paid Thai,,Video,02/09/2025,https://www.tiktok.com/@dealdeeeveryone/video/7545053180288126215,03/09/2025,724,2,48,07/09/2025,807,2,48,12/09/2025,852,2,48,17.7%,5.87%,0.00,"🥟 ติ่มซำพรีเมียมไม่อั้น วิวกรุงเทพ 360° ต้อง Bai Yun Rooftop เท่านั้น! ✨ จองเลยวันนี้เพียง 956.-/คนเท่านั้น! คุ้มๆแบบนี้ Hungry Hub จัดให้ #hungryhub #บุฟเฟต์ #ติ่มซํา #วิวสวย & [""hungryhub"",""บุฟเฟต์"",""ติ่มซํา"",""วิวสวย""]",,,852
,HH-TDEEVEDZ,dealdeeeveryone,,Bangkok,5149,NAMA Japanese and Seafood Buffet (Hungry Hub),Japanese,Tiktok,Tiktok.com/@dealdeeeveryone,,,,Video,04/09/2025,https://www.tiktok.com/@dealdeeeveryone/video/7546183340915821842,05/09/2025,"62,977",6,447,09/09/2025,,,,14/09/2025,"66,800",6,492,6.1%,0.75%,0.00,"“ดื่มด่ำกับรสชาติพรีเมียมที่ Nama 🍣✨ ซูชิ ซาชิมิ วากิว ฟัวกราส์ จัดเต็มแบบ All You Can Eat ที่นี่ที่เดียว!” ##hungryhub #บุฟเฟต์#อร่อยบอกต่อ #ซาชิมิ#ซีฟู้ด & [""hungryhub"",""บุฟเฟต์"",""อร่อยบอกต่อ"",""ซาชิมิ"",""ซีฟู้ด""]",,,66800
,HH-TDEEVEDZ,dealdeeeveryone,,Bangkok,1433,The Seafood Cafe & Restaurant,Thai,Tiktok,Tiktok.com/@dealdeeeveryone,,Paid Thai,,Video,12/09/2025,https://www.tiktok.com/@dealdeeeveryone/video/7549078953068137746,13/09/2025,420,2,18,17/09/2025,434,2,19,22/09/2025,574,2,23,36.7%,4.36%,0.00,"🦞 ซีฟู้ดพรีเมียมสุดอลัง! ล็อบสเตอร์ กุ้งแม่น้ำ ปูอลาสก้า จัดเต็มไม่อั้นริมเจ้าพระยา 🌊 📲 จองผ่าน Hungry Hub อิ่มคุ้มแบบพิเศษที่นี่เท่านั้น! #hungryhub #บุฟเฟต์ #ซีฟู้ด #กุ้ง #หอยนางรม  & [""hungryhub"",""บุฟเฟต์"",""ซีฟู้ด"",""กุ้ง"",""หอยนางรม""]",,,574
,HH-TDEEVEDZ,dealdeeeveryone,,Bangkok,3629,Savio at Chatrium Grand Bangkok,International,Tiktok,Tiktok.com/@dealdeeeveryone,,Organic,,Video,20/09/2025,https://www.tiktok.com/@dealdeeeveryone/video/7551721773079825665,21/09/2025,784,9,29,25/09/2025,"1,206",9,30,30/09/2025,"1,656",9,32,111.2%,2.48%,0.00,"บุฟเฟ่ต์หรูใจกลางกรุงเทพ 🍷 Savio at Chatrium Grand Bangkok อิ่มไม่อั้นกับซีฟู้ด เนื้อพรีเมียม & ของหวานสุดอลัง คุ้มสุดกับโปร มา 3 จ่าย 2 เหลือเพียงท่านละ 999.- เท่านั้น! 📅 วันนี้ – 30 ก.ย. 📲 จองเลยผ่าน Hungry Hub #hungryhub #บุฟเฟต์ #อร่อยบอกต่อ #นานาชาติ #ราคาหลักร้อย & [""hungryhub"",""บุฟเฟต์"",""อร่อยบอกต่อ"",""นานาชาติ"",""ราคาหลักร้อย""]",,,1656
,HH-TDEEVEDZ,dealdeeeveryone,0,Bangkok,#N/A,Opium Bar,#N/A,Tiktok,https://tiktok.com/@dealdeeeveryone,,Organic,,video,28/10/2025,https://www.tiktok.com/@dealdeeeveryone/video/7566151805726510344,29/10/2025,373,0,25,02/11/2025,387,0,25,07/11/2025,404,0,25,8.3%,6.19%,0.00,"🎉 Rooftop vibes + Chinese fusion done right at Opium Bar Bangkok! 🌆🍸 ยกระดับค่ำคืนของคุณด้วยเมนูฟิวชั่นจีนสุดชิค บรรยากาศรอบด้านบนสุดของเยาวราช ✨ แพ็กสุดคุ้มเฉพาะที่ Hungry Hub — เริ่มต้นเพียง หลักพันต้นๆ! ##hungryhub #อร่อยบอกต่อ #bar #เยาวราช #ฟีดดดシ & [""hungryhub"",""อร่อยบอกต่อ"",""bar"",""เยาวราช"",""ฟีดดดシ""]",,,404
,HH-TFRTRRNJ,fred.and.chloe,"5,063",Bangkok,5149,NAMA Japanese and Seafood Buffet (Hungry Hub),Japanese,Instagram,,,Paid,,Video,02/11/2025,https://www.instagram.com/p/DQjhaXME1x5/,03/11/2025,"1,217",19,48,07/11/2025,"2,781",25,-1,12/11/2025,"3,176",25,113,161.0%,4.35%,"1,594.14","We loveeee Japanese food! 😋 

Enjoy this yummy spread at the most affordable price when you book through @hungryhub_sg only! Don’t miss out! & ",,,3176
,HH-TMABUGLR,mackabuang,"5,000",Bangkok,5940,Hotaru 119 Omakase - Rama 9,Japanese,Instagram,,,Paid,,Video,27/10/2025,https://www.instagram.com/p/DQT7Z6PjyMY/,28/10/2025,"4,504",20,-1,01/11/2025,"22,670",29,"1,457",06/11/2025,"23,217",29,1448,415.5%,6.36%,215.36,"A hidden gem for true sushi lovers @hotaru.119 brings a refined, intimate dining experience. 🍣

💡 Book your omakase experience easily through @hungryhub_th and choose from their two elegant locations: Sanam Pao and Rama 9.

@hotaru.omakase 

#Hotaru119Omakase #HungryHub #BangkokEats #BangkokOmakase #OmakaseBangkok #BangkokFoodie #SushiLovers #FoodInBangkok #BangkokDining #HiddenGemsBangkok #FoodieJourney #Omakase #JapaneseFood & ",,,23217
,HH-TMABUGLR,macmackabuang,0,Bangkok,5940,Hotaru 119 Omakase - Rama 9,Japanese,Tiktok,https://tiktok.com/@macmackabuang,,Paid,,Video,27/10/2025,https://www.tiktok.com/@macmackabuang/video/7565867352202431762,28/10/2025,202,0,9,01/11/2025,267,0,10,06/11/2025,312,0,10,54.5%,3.21%,0.00,"A hidden gem for true sushi lovers Hotaru 119 brings a refined, intimate dining experience. 🍣 💡 Book your omakase experience easily through @HungryHub_Official Thailand and choose from their two elegant locations: Sanam Pao and Rama 9. #Hotaru119Omakase #HungryHub #BangkokEats #BangkokOmakase #OmakaseBangkok  & [null,""hotaru119omakase"",""hungryhub"",""bangkokeats"",""bangkokomakase"",""omakasebangkok""]",,,312
,HH-TMABUGLR,mackabuang,"5,000",Bangkok,4503,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),International,Instagram,,,Paid,,Video,02/11/2025,https://www.instagram.com/p/DQizKZUEbSR/,03/11/2025,"4,048",27,-1,07/11/2025,"23,792",29,"1,518",12/11/2025,"30,847",30,1504,662.0%,4.97%,162.09,"Buffet lovers, this one’s truly on another level @copperbeyondbuffet
From wagyu and foie gras to sushi, seafood, and desserts that belong in a fine dining restaurant Copper Beyond Buffet is redefining the buffet scene in Bangkok. ❤️‍🔥

Now serving at two prime locations:
📍 Gaysorn Amarin (Chidlom)
📍 The Sense Pinklao

P.S. I booked mine through @hungryhub_th super easy and you might find some sweet deals there too 😉

#CopperBeyondBuffet #CopperBuffet #BangkokBuffet #LuxuryBuffet #BangkokEats #BangkokFoodie #BkkDining #BkkFood #HungryHub #GaysornAmarin #TheSensePinklao #BangkokRestaurants #AllYouCanEatBangkok #BangkokFoodGuide #BangkokLuxuryDining #FoodieBangkok #BuffetBangkok #BangkokHotspots #ThailandFoodie #FoodiesOfBangkok #HungryHubTH #HungryHubThailand & ",,,30847
,HH-TOHCRRUH,ohmyla_,"6,703",Bangkok,#N/A,Copper Beyond Buffet Gaysorn Amarin,#N/A,Instagram,,,Paid,,Video,16/11/2025,https://www.instagram.com/p/DRH7xYukq_F/,17/11/2025,"15,907",2,-1,21/11/2025,"16,478",3,-1,26/11/2025,,,,-100.0%,#DIV/0!,#DIV/0!,A feast beyond expectations from fresh seafood to premium cuts and heavenly desserts — the luxury buffet Bangkok can’t stop talking about. The best deal through  @hungryhub_th app. #thailand #thailandfood #bangkok #hungryhub #bangkokfoodies & ,,,
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,3569,China Table Radisson Blu Plaza Bangkok,Chinese,Tiktok,Tiktok.com/@enjoyeating.tidpung,,Paid Thai,,Video,23/06/2025,https://vt.tiktok.com/ZSkcpRwCX/,24/06/2025,,,,28/06/2025,,,,04/08/2025,"214,100",28,2066,,0.98%,0.00,บุฟเฟ่ต์ติ่มซำต้นตำรับจีนกวางตุ้งระดับโรงแรม 5 ดาว มา 3 จ่าย 2 เริ่มต้นแค่ 459 Net ที่ ห้องอาหารจีน 𝘾𝙝𝙞𝙣𝙖 𝙏𝙖𝙗𝙡𝙚 กินหมูกรอบ หมูแดง เป็ดปักกิ่งได้ไม่อั้น #บุฟเฟ่ต์ #ติ่มซํา #อาหารจีน #hungryhub #foodreview #อร่อยบอกต่อ #foodtiktok ,,,214100
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,220,The Living Room at Sheraton Grande Sukhumvit A Luxury Collection Hotel,International,Tiktok,Tiktok.com/@enjoyeating.tidpung,,Paid Thai,,Video,02/07/2025,https://vt.tiktok.com/ZSBMywrTe/,03/07/2025,,,,07/07/2025,,,,10/10/2025,"117,200",14,1230,,1.06%,0.00,"ขอยกให้เป็นบุฟเฟ่ต์นานาชาติที่ดี และอลังการที่สุด ไลน์อาหารเยอะและกว้างมาก มีปูอลาสก้า ฟัวกราส์ไม่อั้น ล็อปสเตอร์ อาหารจีน ญี่ปุ่น อินเดีย ยุโรป ขนมหวานทั้งเบเกอร์รี่ ขนมไทย โรงแรม: Sheraton Grande Sukhumvit, a Luxury Collection Hotel, Bangkok #บุฟเฟ่ต์ #ซีฟู้ด #ฟัวกราส์ #foodreview #อร่อยเด็ดต้องลอง #อร่อยบอกต่อ #hungryhub",,,117200
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,2749,Atrium Restaurant The Landmark Bangkok Hotel,International,Tiktok,Tiktok.com/@enjoyeating.tidpung,,Paid Thai,,Video,10/07/2025,https://vt.tiktok.com/ZSBxSHeVF/,11/07/2025,,,,15/07/2025,,,,04/08/2025,"210,000",22,2078,,1.00%,0.00,คุ้มยิ่งกว่า กับบุฟเฟ่ต์นานาชาติ ห้องอาหาร Atrium โรงแรม The Landmark Bangkok มา 2 จ่าย 1 ข้าวซอยกับหมูสะเต๊ะอร่อย #บุฟเฟ่ต์ #buffet #foodreview #อร่อยบอกต่อ #รีวิวของดีบอกต่อ #hungryhub ,,,210000
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,2925,JW Café at JW Marriott Hotel Bangkok,International,Tiktok,Tiktok.com/@enjoyeating.tidpung,,Paid Thai,,Video,17/08/2025,https://www.tiktok.com/@enjoyeating.tidpung/video/7539383363228978439,18/08/2025,"3,091",11,1476,22/08/2025,,,,27/08/2025,"3,109",12,1476,0.6%,47.86%,0.00,"โรงแรม 5 ดาว จัดโปรบุฟเฟต์มื้อกลางวัน มา 2 จ่าย 1 ตกคนละแค่ 957 NET ก็ได้อิ่มคุ้มๆกับบรรยากาศดีๆ นั่งสบาย เห็นวิวถนนสุขุมวิทแบบชิล ๆห้องอาหาร  JW Café – JW Marriott Hotel Bangkok ชั้น 1 #รีวิวร้านอาหาร #บุฟเฟ่ต์ #ซีฟู้ด #อร่อยเด็ดต้องลอง #hungryhub & [""รีวิวร้านอาหาร"",""บุฟเฟ่ต์"",""ซีฟู้ด"",""อร่อยเด็ดต้องลอง"",""hungryhub""]",,,3109
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,6340,Ruenton Restaurant at Montien Hotel Surawong Bangkok,Thai,Tiktok,https://tiktok.com/@enjoyeating.tidpung,,Paid Thai,,Video,11/09/2025,https://www.tiktok.com/@enjoyeating.tidpung/video/7548698610246913288,12/09/2025,"104,850",45,949,16/09/2025,,,,21/09/2025,"105,400",44,956,0.5%,0.95%,0.00,"เคยเจอไหม บุฟเฟ่ต์ติ่มซำ อาหารจีน ที่มีข้าวมันไก่ชื่อดังของโรงแรมมณเฑียร รวมอยู่ด้วย มา 2 คน แต่ประหยัดไป 1 คน ที่ห้องอาหารเรือนต้น โรงแรมสุรวงศ์ กรุงเทพ #TikTokCommunityTH   #บุฟเฟ่ต์ #tiktokพากิน #hungryhub #ร้านดังในติ๊กต๊อก  & [""tiktokcommunityth"",""บุฟเฟ่ต์"",""tiktokพากิน"",""hungryhub"",""ร้านดังในติ๊กต๊อก""]",,,105400
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,4797,Ping-Hi-Suk MooKata Gateway Bang Sue,Thai,Tiktok,Tiktok.com/@enjoyeating.tidpung,,Paid Thai,,Video,13/09/2025,https://www.tiktok.com/@enjoyeating.tidpung/video/7549388455579520274,14/09/2025,"194,188",85,4871,18/09/2025,,,,23/09/2025,"205,400",89,4988,5.8%,2.47%,0.00,"รู้หรือไม่ มีบุฟเฟ่ต์อาหารญีาปุ่นเริ่มต้นแค่ 254 ก็ได้กินซูชิ อาหารญี่ปุ่นจุกๆแล้ว ร้าน Time's Dining กระแสมาแรง #TikTokCommunityTH #บุฟเฟ่ต์ #ตามกระแส #อาหารญี่ปุ่น #hungryhub  & [""tiktokcommunityth"",""บุฟเฟ่ต์"",""ตามกระแส"",""อาหารญี่ปุ่น"",""hungryhub""]",,,205400
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,1483,Praya Kitchen Bangkok Marriott Hotel The Surawongse,International,Tiktok,Tiktok.com/@enjoyeating.tidpung,,Paid Thai,,Video,24/09/2025,https://www.tiktok.com/@enjoyeating.tidpung/video/7553457563036060946,25/09/2025,"24,877",14,213,29/09/2025,"55,900",14,805,04/10/2025,"96,500",20,1261,287.9%,1.33%,0.00,"มา 4 จ่าย 3 บุฟเฟต์โรงแรม 5 ดาว ซีฟู๊ด ปูไข่นึ่งนมสด ทะเลเผา เนื้อวากิว Kagoshima ซี่โครงแกะแบบจัดเต็มไม่อั้น เลือกได้เลย จะเอาไปย่าง ผัด พร้อม 10 เมนูเด็ดจาก Chef ดังเครือโรงแรมแมริออท #buffet #TikTokCommunityTH #ซีฟู้ด #hungryhub #tiktokกินเที่ยว  & [""buffet"",""tiktokcommunityth"",""ซีฟู้ด"",""hungryhub"",""tiktokกินเที่ยว""]",,,96500
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,6345,ARIES 24 Cafe' & Resto Bar,#REF!,Tiktok,https://tiktok.com/@enjoyeating.tidpung,,Paid Thai,,Video,02/10/2025,https://www.tiktok.com/@enjoyeating.tidpung/video/7556470589641313544,03/10/2025,"50,014",7,390,07/10/2025,,,,12/10/2025,"50,000",7,390,0.0%,0.79%,0.00,"คาเฟ่สไตล์วินเทจเปิดใหม่ย่านวัชรพล สายไหม สายชิลล์ต้องมา บรรยากาศเท่ ๆ มุมถ่ายรูปเพียบ เมนูที่นี่เป็นแนว ไทย–อิตาเลียน จัดเต็ม #TikTokCommunityTH #รีวิวของดีบอกต่อ #สเต็ก #ร้านอาหารแนะนํา #hungryhub  & [""tiktokcommunityth"",""รีวิวของดีบอกต่อ"",""สเต็ก"",""ร้านอาหารแนะนํา"",""hungryhub""]",,,50000
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,,ARIES 24 Cafe' & Resto Bar,Italian,Instagram,,,Paid Thai,,Video,02/10/2025,https://www.instagram.com/p/DPSzFIikzpG/,03/10/2025,,,,,,,,,181,0,3,,,,,,,181
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,4254,AVA Brasserie at InterContinental Bangkok Sukhumvit,International,Tiktok,Tiktok.com/@enjoyeating.tidpung,,Paid Thai,,Video,04/10/2025,https://www.tiktok.com/@enjoyeating.tidpung/video/7557223991216196871,05/10/2025,"19,384",9,439,09/10/2025,"89,500",16,971,14/10/2025,"112,400",16,1308,479.9%,1.18%,0.00,"บุฟเฟ่ต์ดินเนอร์โรงแรม 5 ดาว  Intercontinental จัดโปร มา 3 จ่าย 2 เหลือคนละ 777 NET หอยนางรม กั้ง ปู สเต็ก ขนมไทย เบเกอรี่ ต้องกินให้ครบ #TikTokCommunityTH #hungryhub #บุฟเฟ่ต์โรงแรม #ประหยัด #ร้านอาหาร  & [""tiktokcommunityth"",""hungryhub"",""บุฟเฟ่ต์โรงแรม"",""ประหยัด"",""ร้านอาหาร""]",,,112400
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,,THE LOBBY at InterContinental Bangkok Sukhumvit,International,Instagram,,,Paid Thai,,Video,04/10/2025,https://www.instagram.com/p/DPYjZIEE3T3/,05/10/2025,,,,,,,,,250,0,4,,,,,,,250
,HH-TPA@EG,enjoyeating.tidpung,,Bangkok,5083,Streats Cafe at ibis Styles Bangkok Ratchada,International,Tiktok,https://tiktok.com/@enjoyeating.tidpung,,Paid Thai,,video,13/11/2025,https://www.tiktok.com/@enjoyeating.tidpung/video/7572050199716138261,14/11/2025,"42,969",35,492,18/11/2025,"155,700",43,"1,501",23/11/2025,"209,300",47,1578,387.1%,0.78%,0.00,"บุฟเฟ่ต์ข้าวต้มที่คุ้มแบบตะโกนน เป็ดย่าง หมูกรอบ หมูแดง พิซซ่า จาหมู กุ้งอบวุ้นเส้นไม่อั้น แค่ 260.- ห้องอาหาร: 𝐒𝐭𝐫𝐞𝐚𝐭𝐬 𝐂𝐚𝐟𝐞 โรงแรม ibis Styles Bangkok Ratchada #buffet #tiktokพากิน #hungryhub #กินกับtiktok #กินโชว์  & [""buffet"",""tiktokพากิน"",""hungryhub"",""กินกับtiktok"",""กินโชว์""]",,,
,HH-TPA@HG,hungryjug,,Bangkok,2250,Viu The St. Regis Bangkok,Mediterranean,Tiktok,,,Paid Thai,,Video,18/06/2024,https://www.tiktok.com/@hungryjug/video/7381853635866676501,19/06/2024,,,,23/06/2024,,,,28/06/2024,"256,479",37,3502,,1.38%,0.00,Set Menu มื้อกลางวันบรรยากาศเลิศๆที่ร้าน VIU ชั้น 12 โรงแรม The St. Regis Bangkok เลือกอาหารได้ 8 เมนูสำหรับ 4 คน ถือว่าคุ้มมากเลย #LocalServiceChampion #viu #stregishotelbangkok #อร่อยบอกต่อ #tiktokพากิน #tiktokกินเที่ยว #hungryhub #finedining #กุ้งแม่น้ํา #steak #caviar #หอยนางรม #striploin #wagyu #เนื้อ,,,256479
,HH-TPA@HG,hungryjug,,Bangkok,1433,The Seafood Cafe & Restaurant,Thai,Tiktok,Tiktok.com/@hungryjug,,Paid Thai,,Video,23/06/2025,https://www.tiktok.com/@hungryjug/video/7517271241204550930,24/06/2025,,,,28/06/2025,,,,04/08/2025,"3,753",2,166,,4.48%,0.00,,,,3753
,HH-TPA@HG,hungryjug,,Bangkok,#N/A,EST.33 Singha Complex,#N/A,Tiktok,Tiktok.com/@hungryjug,,Paid Thai,,Video,02/07/2025,https://vt.tiktok.com/ZSBh5cDyr/,03/07/2025,,,,07/07/2025,,,,04/08/2025,"2,227",4,117,,5.43%,0.00,"ร้านนั่งกินดื่มสุดคลาสสิคที่กินมาเป็นสิบปี อาหารเครื่องดื่มแบบจัดเต็ม มานั่งชิลได้ยาวๆมีดนตรีสดให้ฟังเพลินๆ

#creatorsearchinsights #est33 #hungryhub #tiktokพากิน #กินเที่ยว #tiktokกินเที่ยว #นั่งชิล ",,,2227
,HH-TPA@HG,hungryjug,,Bangkok,4975,Moxy Bar & Restaurant At Moxy Bangkok Ratchaprasong,Fusion,Tiktok,Tiktok.com/@hungryjug,,Paid Thai,,Video,09/07/2025,https://vt.tiktok.com/ZSBuoJ98p/,10/07/2025,,,,14/07/2025,,,,04/08/2025,"3,004",6,99,,3.50%,0.00,"BBQ buffet บรรยากาศแบบสุดชิล

#creatorsearchinsights #moxy #moxybangkok #hungryhub ",,,3004
,HH-TPA@HG,hungryjug,,Bangkok,6190,The Pablo Bangkok,International,Tiktok,Tiktok.com/@hungryjug,,Paid Thai,,Video,28/08/2025,https://www.tiktok.com/@hungryjug/video/7543622046631087378,29/08/2025,"1,182",2,107,02/09/2025,,,,07/09/2025,"3,686",11,165,211.8%,4.77%,0.00,"ชอบสเต็กแซนวิชร้านนี้มาก ชิ้นใหญ่ให้เยอะ ขนมปังชิ้นหนาๆย่างมาหอมกรอบ ด้านในเป็นสเต็กเนื้อใส่เครื่องมาแน่นๆ ชิ้นเดียวอิ่ม อร่อยมากจริงๆ #lifeinaugust #hungryhub #steak #thepablobangkok #steaksandwich  & [""lifeinaugust"",""hungryhub"",""steak"",""thepablobangkok"",""steaksandwich""]",,,3686
,HH-TPA@HG,hungryjug,0,Bangkok,5095,SOS Shabu Big C Rama 4,Korean,Tiktok,Tiktok.com/@hungryjug,,Organic,,Video,10/09/2025,https://www.tiktok.com/@hungryjug/video/7548478237794471186,11/09/2025,"7,623",6,881,15/09/2025,,,,20/09/2025,"7,927",6,885,4.0%,11.24%,0.00,"บุฟเฟ่ต์ชาบูหม้อไฟพร้อมเมนูอาหารเกาหลีแบบจัดเต็ม อร่อยคุ้มแบบสุดๆ #creatorsearchinsights #ชาบู #hungryhub #sosshabubuffet  & [""creatorsearchinsights"",""ชาบู"",""hungryhub"",""sosshabubuffet""]",,,7927
,HH-TPA@HG,hungryjug,,Bangkok,4384,Bella Sera at Sofitel Bangkok Sukhumvit Hotel,Italian,Tiktok,Tiktok.com/@hungryjug,,Paid Thai,,Video,16/09/2025,https://www.tiktok.com/@hungryjug/video/7550660427429039368,17/09/2025,910,1,73,21/09/2025,"1,130",2,88,26/09/2025,"1,365",2,92,50.0%,6.89%,0.00,"อาหารอิตาเลียนรสต้นตำรับของเชฟ Fabio สูตรรสมือแม่แบบตงดั้งเดิม ดีทั้งคาวหวาน พิซซ่า พาสต้า อร่อยทุกอย่าง ถ้าชอบอาหารอิตาเลียนต้องมา #bellaserabkk #hungryhub #pizza #pasta #trattoria  & [""bellaserabkk"",""hungryhub"",""pizza"",""pasta"",""trattoria""]",,,1365
,HH-TPA@HG,hungryjug,,Bangkok,6399,Kagonoya Central World,#REF!,Tiktok,https://tiktok.com/@hungryjug,,Paid Thai,,Video,02/10/2025,https://www.tiktok.com/@hungryjug/video/7556599383710584072,03/10/2025,"8,089",6,1588,07/10/2025,,,,12/10/2025,,,,-100.0%,#DIV/0!,#DIV/0!,"สุกี้ยากี้จิ้มกินกับไข่ดิบรสชาติเข้มข้นแบบต้นตำรับญี่ปุ่นแท้ๆสไตล์คันไซ #creatorsearchinsights #ชาบู #สุกี้ #kagonoya #hungryhub  & [""creatorsearchinsights"",""ชาบู"",""สุกี้"",""kagonoya"",""hungryhub""]",,,8089
,HH-TPA@HG,hungryjug,,Bangkok,6338,Maan Muang,Thai Northern,Tiktok,https://tiktok.com/@hungryjug,,Paid Thai,,Video,22/10/2025,https://www.tiktok.com/@hungryjug/video/7564054780327333127,23/10/2025,"2,233",2,122,27/10/2025,"3,040",2,137,01/11/2025,"3,758",2,148,68.3%,3.99%,0.00,"อาหารเหนือร้านดังหมู่บ้านสัมมากร #ม่านเมือง #อาหารเหนือ #อาหารเมือง #hungryhub #อาหารเหนือลําแต้ๆ  & [""ม่านเมือง"",""อาหารเหนือ"",""อาหารเมือง"",""hungryhub"",""อาหารเหนือลําแต้ๆ""]",,,3758
,HH-TPA@HG,hungryjug,,Bangkok,#N/A,Kuma no Yakitori,#N/A,Tiktok,https://tiktok.com/@hungryjug,,Paid Thai,,Video,28/10/2025,https://www.tiktok.com/@hungryjug/video/7566228177597598994,29/10/2025,"1,245",7,141,02/11/2025,"1,489",7,148,07/11/2025,"1,743",7,155,40.0%,9.29%,0.00,"Omakase Yakitori จากโอซาก้าเค้ามาเปิดที่ไทยแล้ว ของดีพรัเมี่ยมสุดๆ #kumanoyakitori #hungryhub #yakitori #finedining #omakase  & [""kumanoyakitori"",""hungryhub"",""yakitori"",""finedining"",""omakase""]",,,1743
,HH-TPA@HG,hungryjug,,Bangkok,#N/A,Beef Express Corporate Delivery,#N/A,Tiktok,https://tiktok.com/@hungryjug,,Paid Thai,,video,04/11/2025,https://www.tiktok.com/@hungryjug/video/7568877846769241351,05/11/2025,"2,092",6,66,09/11/2025,"65,200",39,"1,498",14/11/2025,"72,400",41,1615,3360.8%,2.29%,0.00,"สเต็กเนื้อคุ้มเต็มขั้นแบบสั่งได้ไม่อั้น #creatorsearchinsights #สเต็ก #LiveOutlandish #beefexpress #hungryhub  & [""creatorsearchinsights"",""สเต็ก"",""liveoutlandish"",""beefexpress"",""hungryhub""]",,,72400
,HH-TPA@HG,hungryjug,,Bangkok,6454,Shabu Shabu Nang Nai - Sukhaphiban 3,Thai,Tiktok,https://tiktok.com/@hungryjug,,Paid Thai,,video,10/11/2025,https://www.tiktok.com/@hungryjug/video/7571048293195615506,11/11/2025,931,2,78,15/11/2025,"4,336",2,160,20/11/2025,"12,900",2,172,1285.6%,1.35%,0.00,"ชาบูสไตล์ญี่ปุ่นรสเข้มข้นแบบไทยๆ #creatorsearchinsights #ชาบู #hungryhub #หม้อไฟ #หมาล่า  & [""creatorsearchinsights"",""ชาบู"",""hungryhub"",""หม้อไฟ"",""หมาล่า""]",,,
