name,hybrid_cluster,cluster_label,avg_revenue_per_booking,avg_guests,active_days,log_bookings
Centara Korat Staycation (Nakhon Ratchasima),0,Everyday Casual Dining,407.76,2.0,1,0.6931471805599453
Centre Point Hotel Sukhumvit 10 Staycation,0,Everyday Casual Dining,479.88,2.0,1,0.6931471805599453
Cha La Restaurant and Bar (Khao Yai),0,Everyday Casual Dining,273.6,2.0,1,0.6931471805599453
Chaai-Samai 2498 Bangkok,0,Everyday Casual Dining,94.19999999999999,2.5,2,1.0986122886681098
Chaan G,0,Everyday Casual Dining,366.0,6.5,1,1.0986122886681098
Chakrabongse Villas,0,Everyday Casual Dining,383.94,2.0,1,1.0986122886681098
Chao Nua Thong,0,Everyday Casual Dining,165.6,4.0,1,0.6931471805599453
Chaophraya Cruise,0,Everyday Casual Dining,878.0600000000001,4.333333333333333,2,1.3862943611198906
Charcoal Tandoor Grill & Mixology,2,Premium Buffet & Large-Format Dining,1652.4,10.0,1,0.6931471805599453
Charlie's by Tongpeng,0,Everyday Casual Dining,102.0,2.0,1,0.6931471805599453
Charm Cuisine at Oakwood Suites Tiwanon,0,Everyday Casual Dining,84.0,2.0,1,0.6931471805599453
Charoen Ros Buffet (Chiang Mai),0,Everyday Casual Dining,279.71999999999997,9.0,2,1.0986122886681098
Charoen Rung Rueang International Buffet Rama 2 ,1,Experience-Oriented Dining,644.1222222222223,3.2222222222222223,5,2.302585092994046
Charoen Rung Rueang International Buffet True Digital 101,0,Everyday Casual Dining,439.78000000000003,2.2,5,1.791759469228055
Charoenkrung Bar & Bistro ,0,Everyday Casual Dining,310.8,2.0,1,0.6931471805599453
Chatrium Hotel Riverside Bangkok Staycation,1,Experience-Oriented Dining,1111.5416666666667,3.6666666666666665,8,2.5649493574615367
Chatrium Residence Sathon Bangkok Staycation,1,Experience-Oriented Dining,535.49,2.2,5,2.3978952727983707
Chatuchak Cafe Centara Grand at Central Plaza Ladprao,1,Experience-Oriented Dining,493.87659574468086,5.446808510638298,15,3.871201010907891
Chay Had Restaurant at Hilton Resort & Spa (Hua Hin),0,Everyday Casual Dining,450.0,2.0,1,0.6931471805599453
Che'rie Cafe,0,Everyday Casual Dining,180.0,5.0,1,0.6931471805599453
Cheat Day by Modish The PARQ Rama 4,0,Everyday Casual Dining,335.76,6.0,1,0.6931471805599453
Chef Station Omakase,0,Everyday Casual Dining,395.64,3.0,1,0.6931471805599453
Chef Thanom Att U Park Bangna,0,Everyday Casual Dining,645.6,10.0,1,0.6931471805599453
Chef Thanom Seacon Square Srinagarindra,0,Everyday Casual Dining,154.8,2.0,1,0.6931471805599453
Chef Thanom The Nine Center Tiwanon,0,Everyday Casual Dining,226.8,2.0,1,0.6931471805599453
Chef Thanom The Street Ratchada,0,Everyday Casual Dining,237.60000000000002,2.0,2,1.0986122886681098
Chef Yis,0,Everyday Casual Dining,193.5,4.5,4,1.6094379124341003
Chiang Nua E-Saan And Grill,0,Everyday Casual Dining,94.8,2.5,2,1.0986122886681098
Chibing Chicken and Bingsu Onnut 7,0,Everyday Casual Dining,70.8,2.0,1,0.6931471805599453
Chibing Chicken and Bingsu Pattaya Beach (Pattaya),0,Everyday Casual Dining,166.8,7.0,1,0.6931471805599453
Chim By Siam Wisdom ,2,Premium Buffet & Large-Format Dining,4476.42,13.0,1,0.6931471805599453
Chim Chim,0,Everyday Casual Dining,319.8,4.5,2,1.0986122886681098
China Palace Restaurant (Chong Nonsi),0,Everyday Casual Dining,228.6,3.0,3,1.6094379124341003
China Palace at Prince Palace Hotel Bangkok,1,Experience-Oriented Dining,414.96000000000004,4.1,3,2.3978952727983707
China Rose at Maruay Garden Hotel,0,Everyday Casual Dining,448.875,3.5,2,1.0986122886681098
China Table Radisson Blu Plaza Bangkok,0,Everyday Casual Dining,108.19999999999999,2.5,2,1.0986122886681098
Chinda Hotpot Lad Phrao 122,0,Everyday Casual Dining,71.8,2.0,1,0.6931471805599453
Chinda Hotpot Nuanchan,0,Everyday Casual Dining,83.76666666666667,2.3333333333333335,3,1.3862943611198906
Chinda Hotpot Porto Chino,0,Everyday Casual Dining,71.8,2.0,2,1.0986122886681098
Chinda Hotpot Saphan Mai,0,Everyday Casual Dining,71.8,2.0,1,0.6931471805599453
Chinda Hotpot The Walk Ratchaphruek,0,Everyday Casual Dining,71.8,2.0,3,1.3862943611198906
Chinda Hotpot Udomsuk 58,0,Everyday Casual Dining,100.52,2.3333333333333335,3,1.3862943611198906
Chisana Nami at Erawan Bangkok,0,Everyday Casual Dining,491.4,3.25,3,1.6094379124341003
Chokchai SteakHouse (Rangsit),0,Everyday Casual Dining,435.0,2.0,1,0.6931471805599453
ChomSindh at Amari Bangkok,0,Everyday Casual Dining,447.0,6.0,1,0.6931471805599453
Chon Som at Courtyard by Marriott Suvarnabhumi Airport ,1,Experience-Oriented Dining,518.9599999999999,5.444444444444445,11,3.6109179126442243
Chopkeeper Butcher & Tap Bangna,0,Everyday Casual Dining,226.776,2.8,5,1.791759469228055
Chopkeeper Butcher & Tap Pattanakarn,0,Everyday Casual Dining,119.88,2.5,2,1.0986122886681098
Chow Barn Restaurant The Peri Hotel (Khao Yai),0,Everyday Casual Dining,142.8,2.0,1,0.6931471805599453
Chow Mong Local Kitchen at The Peri Hotel (Hua Hin),0,Everyday Casual Dining,195.0,6.0,1,0.6931471805599453
Chowpati Indian Street Food Bangkok,0,Everyday Casual Dining,385.0,5.0,2,1.0986122886681098
Chu Grill Shabu,0,Everyday Casual Dining,194.83200000000002,3.0,5,1.791759469228055
Chuan Boy Malatang & Malaxiangguo MBK Center,0,Everyday Casual Dining,71.88,2.0,1,0.6931471805599453
Chuan Kitchen CentralWorld,0,Everyday Casual Dining,348.82,6.4,4,1.791759469228055
Chunloy Cuisine & Bar,0,Everyday Casual Dining,74.4,1.0,1,0.6931471805599453
Chy Bar Rooftop at Away Bangkok Riverside Kene,0,Everyday Casual Dining,126.0,3.0,1,0.6931471805599453
CiTi BiSTRo Pathumwan Princess Hotel,2,Premium Buffet & Large-Format Dining,3876.0,38.0,1,0.6931471805599453
Cielo Sky Bar & Restaurant Rooftop,1,Experience-Oriented Dining,346.17454545454547,2.757575757575758,14,3.5263605246161616
Clique & Cloud ,0,Everyday Casual Dining,113.82,3.0,2,1.0986122886681098
Clover Sky Bar & Restaurant at Hotel Clover Asok,0,Everyday Casual Dining,161.976,2.2,3,1.791759469228055
CoCo Chaophraya,1,Experience-Oriented Dining,173.20000000000002,2.5555555555555554,9,2.302585092994046
Coast Beach Club & Bistro at Centara Grand Beach Resort & Villas (Hua Hin),0,Everyday Casual Dining,807.6,9.0,1,0.6931471805599453
Coco Lima BKK,0,Everyday Casual Dining,366.0,3.0,1,0.6931471805599453
Cocobee Chimaek Lasalle,0,Everyday Casual Dining,70.8,2.0,1,0.6931471805599453
Coding Steak & Restaurant,0,Everyday Casual Dining,54.0,2.0,1,0.6931471805599453
Coffee & Crumble Eatery at Maitria Residence Rama 9 Bangkok,0,Everyday Casual Dining,178.8,5.0,1,0.6931471805599453
Coffee@Sea Springfield at Sea Resort & Spa (Hua Hin),0,Everyday Casual Dining,71.88,2.0,1,0.6931471805599453
Cook Chom Chuan Chim,0,Everyday Casual Dining,162.0,4.0,1,0.6931471805599453
Copacabana Rooftop diner (Chiang Mai),0,Everyday Casual Dining,114.0,2.5,1,1.0986122886681098
Copper Aquarium,0,Everyday Casual Dining,336.8,3.6666666666666665,2,1.3862943611198906
Cozy Space Homey Cafe & Dining,0,Everyday Casual Dining,126.0,4.0,1,0.6931471805599453
Craftfiti BKK,0,Everyday Casual Dining,79.2,2.0,3,1.3862943611198906
Crave (Aloft Bangkok - Sukhumvit 11),0,Everyday Casual Dining,282.3,3.0,4,1.6094379124341003
Cross Pratamnak Staycation (Pattaya),0,Everyday Casual Dining,359.9,2.0,1,0.6931471805599453
Cross Vibe Bangkok Sukhumvit Staycation,0,Everyday Casual Dining,379.0,2.0,1,0.6931471805599453
Crystal Grill 82nd floor at Baiyoke Sky Hotel,1,Experience-Oriented Dining,289.1111111111111,2.6666666666666665,7,2.302585092994046
D Varee Jomtien Beach Staycation (Pattaya) ,0,Everyday Casual Dining,359.88,2.0,1,0.6931471805599453
D'tales Eatery,0,Everyday Casual Dining,118.8,2.0,1,0.6931471805599453
DAKJIB,0,Everyday Casual Dining,186.0,2.0,1,0.6931471805599453
"DID - Dine in the Dark at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",0,Everyday Casual Dining,383.2,1.6666666666666667,3,1.3862943611198906
DOTD BAR,0,Everyday Casual Dining,174.0,2.0,1,0.6931471805599453
Dailyfish Omakase (Chonburi),0,Everyday Casual Dining,191.76,2.0,3,1.3862943611198906
Dakshin Indian Restobar,0,Everyday Casual Dining,333.6,5.0,1,0.6931471805599453
Dark Waters Rooftop Bar & Riverside,0,Everyday Casual Dining,258.6,2.5,3,1.9459101490553132
De Prime Rangnam,0,Everyday Casual Dining,162.0,4.0,1,0.6931471805599453
Deja Brew Lifestyle Cafe at Centara Life Hotel Bangkok Phra Nakhon,1,Experience-Oriented Dining,193.8716883116883,3.4025974025974026,19,4.356708826689592
Demijoe (Ratchaburi),0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
De’yong café and restaurant,0,Everyday Casual Dining,116.4,3.0,1,1.0986122886681098
Dicey Reilly's at Avani Resort (Pattaya),0,Everyday Casual Dining,162.0,3.0,1,0.6931471805599453
Din Restaurant & Jazz Bar,0,Everyday Casual Dining,217.2,2.0,2,1.0986122886681098
Dino Mookrata Rama 3,0,Everyday Casual Dining,71.76,2.0,1,0.6931471805599453
Diwan Restaurant at Al Meroz Hotel Bangkok,0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
Dok Toh Dim Sum Bon Marché Market Park,0,Everyday Casual Dining,96.0,3.0,2,1.0986122886681098
Dok Toh Dim Sum Chan Road,0,Everyday Casual Dining,130.8,4.0,1,0.6931471805599453
Dok Toh Dim Sum Chokchai 4,0,Everyday Casual Dining,98.4,3.0,2,1.0986122886681098
Dok Toh Dim Sum Yaowarat,0,Everyday Casual Dining,113.7,3.0,3,1.6094379124341003
Dolphin Restaurant at Bay Beach Resort Jomtien (Pattaya),0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Don Giovanni Centara Grand at Central Plaza Ladprao Bangkok,0,Everyday Casual Dining,216.25,2.0,2,1.0986122886681098
Dose Factory (Udon Thani),0,Everyday Casual Dining,222.0,4.0,1,0.6931471805599453
Double U Cafe’&Bar,1,Experience-Oriented Dining,101.46666666666667,2.3333333333333335,7,2.302585092994046
Dough Bros Gaysorn Amarin,0,Everyday Casual Dining,70.8,2.0,1,0.6931471805599453
Dough Bros Interchange 21,0,Everyday Casual Dining,82.8,2.0,1,0.6931471805599453
Dough Bros Summer Point,0,Everyday Casual Dining,70.8,2.0,1,0.6931471805599453
Dragon Boat Rama 9,0,Everyday Casual Dining,226.4,8.333333333333334,3,1.3862943611198906
Dragster Caffe,0,Everyday Casual Dining,111.6,4.0,1,0.6931471805599453
Dream Premium Korean BBQ Buffet Ruea-bin - 드림 코리안 비비큐,0,Everyday Casual Dining,214.38,4.5,2,1.0986122886681098
Dream Premium Korean BBQ Buffet Talat Long Ma Si Er - 드림 코리안 비비큐,0,Everyday Casual Dining,76.8,2.0,1,0.6931471805599453
Dulce Casa de Pan,0,Everyday Casual Dining,152.4,2.0,1,0.6931471805599453
Durianism Cafe and NiTO Japanese restaurant Ayutthaya,0,Everyday Casual Dining,124.8,2.0,1,0.6931471805599453
Dusit Gourmet at Baan Dusit Thani,0,Everyday Casual Dining,113.33333333333333,2.5,4,1.9459101490553132
Dusit Gourmet at dusitD2 Samyan Bangkok,0,Everyday Casual Dining,102.0,1.0,1,0.6931471805599453
Dynasty Centara Grand Central Ladprao,0,Everyday Casual Dining,558.0,6.0,4,1.791759469228055
E-Cha Korean Craft Dining Bangsaen (Chonburi),0,Everyday Casual Dining,126.0,3.0,1,0.6931471805599453
E-Cha Korean Craft Dining Ratchathewi,0,Everyday Casual Dining,83.88,2.5,2,1.0986122886681098
EAT at OZO North Pattaya (Pattaya),0,Everyday Casual Dining,113.28,2.0,2,1.0986122886681098
EKKA Indian Grill and Bar,0,Everyday Casual Dining,296.4,3.8,3,1.791759469228055
EKKAR (Ang Thong),0,Everyday Casual Dining,130.8,2.0,1,0.6931471805599453
Earthy Society,0,Everyday Casual Dining,262.8,4.0,1,0.6931471805599453
Earw Thai Express Fashion Island,0,Everyday Casual Dining,139.8,2.0,1,0.6931471805599453
Earw Thai Suki Boran Central Plaza Rama 3,0,Everyday Casual Dining,213.13333333333335,3.3333333333333335,2,1.3862943611198906
Earw Thai Suki Boran Central Plaza WestGate,0,Everyday Casual Dining,299.7,3.0,1,0.6931471805599453
Earw Thai Suki Boran K Village,0,Everyday Casual Dining,119.9,2.0,1,0.6931471805599453
Earw Thai Suki Boran Kaset,0,Everyday Casual Dining,119.9,3.0,1,0.6931471805599453
Earw Thai Suki Boran Seacon Square Srinagarindra,0,Everyday Casual Dining,199.8,2.0,2,1.0986122886681098
Earw Thai Suki Boran Terminal 21 (Nakhon Ratchasima),0,Everyday Casual Dining,199.8,2.0,1,0.6931471805599453
Earw Thai Suki Boran The Crystal SB Ratchapruek,1,Experience-Oriented Dining,308.1666666666667,5.444444444444445,4,2.302585092994046
East & West Bangsaen (Chonburi),0,Everyday Casual Dining,115.2,2.0,1,0.6931471805599453
East Ocean Chinese Restaurant at SC Park Hotel,0,Everyday Casual Dining,693.6,4.333333333333333,2,1.3862943611198906
Eat Drink Love Suvarnabhumi,0,Everyday Casual Dining,114.0,3.0,1,0.6931471805599453
Eazy To Eat,0,Everyday Casual Dining,78.0,1.0,1,0.6931471805599453
Ekkaluck @ Madi Paidi Bangkok,0,Everyday Casual Dining,298.54999999999995,3.5,4,1.6094379124341003
El Santo Restaurant and Bar,0,Everyday Casual Dining,754.1999999999999,4.0,2,1.0986122886681098
Eldivino Thai (Phuket) ,0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
Element At Amara Bangkok,0,Everyday Casual Dining,198.0,3.0,1,0.6931471805599453
Elementi Rooftop Restaurant and Bar (Rayong),0,Everyday Casual Dining,217.2,2.0,2,1.0986122886681098
"Elements, Inspired by Ciel Bleu at The Okura Prestige Bangkok ",0,Everyday Casual Dining,1180.0,2.0,3,1.3862943611198906
Embassy Room La Marina at Park Hyatt Bangkok,0,Everyday Casual Dining,397.8,1.5,2,1.0986122886681098
En Hachi,0,Everyday Casual Dining,238.8,1.0,1,0.6931471805599453
Epia Ari,0,Everyday Casual Dining,176.4,3.0,1,0.6931471805599453
Epia Asiatique,0,Everyday Casual Dining,151.6,2.6666666666666665,2,1.3862943611198906
ErZab Hotpot Bangna,0,Everyday Casual Dining,136.56,2.0,1,0.6931471805599453
Era-Izaan Ratchaphruek,1,Experience-Oriented Dining,98.57142857142857,2.4285714285714284,6,2.0794415416798357
Erzab Chaewhon Ladprao,0,Everyday Casual Dining,182.4,3.0,2,1.0986122886681098
Erzab Chaewhon Onnut,0,Everyday Casual Dining,337.2,6.0,1,0.6931471805599453
Esan Kampang Kitchen Chinnakhet,0,Everyday Casual Dining,93.6,3.0,1,0.6931471805599453
Esan Kampang Kitchen Sri Racha (Chonburi),0,Everyday Casual Dining,105.6,6.0,1,0.6931471805599453
Escape Bangkok Emquartier,0,Everyday Casual Dining,289.74,3.0,5,1.9459101490553132
Escape Pool Club At Centara Karon Resort (Phuket),0,Everyday Casual Dining,234.0,3.0,2,1.0986122886681098
Est.33 at Crystal Design Center (CDC),0,Everyday Casual Dining,222.0,3.0,1,0.6931471805599453
Est.33 at The Nine Center Rama 9,0,Everyday Casual Dining,154.8,2.0,1,0.6931471805599453
Everbean Pizzeria (Phuket),0,Everyday Casual Dining,118.8,2.0,1,0.6931471805599453
FLOW at Millennium Hilton Bangkok,1,Experience-Oriented Dining,397.6000000000001,2.1666666666666665,5,2.5649493574615367
FUKU In Sky ,0,Everyday Casual Dining,174.4,2.6666666666666665,2,1.3862943611198906
Fafa Halal Bangkok ,0,Everyday Casual Dining,66.0,3.0,1,0.6931471805599453
Fairy Garden BKK,0,Everyday Casual Dining,197.28,1.5,2,1.0986122886681098
Fak Marum Liap Duan Ram Inthra,0,Everyday Casual Dining,118.8,4.0,1,0.6931471805599453
Fak Marum Phutthamonthon Sai 4,0,Everyday Casual Dining,82.8,3.0,1,0.6931471805599453
Fallabella River Front Iconsiam,1,Experience-Oriented Dining,262.77,2.4,6,2.3978952727983707
Famust.cnx (Chiang Mai),0,Everyday Casual Dining,78.8,1.0,2,1.3862943611198906
Fat Belly (Pattaya),0,Everyday Casual Dining,99.9,2.0,1,0.6931471805599453
Fatboy Izakaya Ekkamai,0,Everyday Casual Dining,239.88,2.0,1,0.6931471805599453
Fatboy Izakaya Gaysorn Amarin,0,Everyday Casual Dining,239.88,2.0,1,0.6931471805599453
Feast At Royal Orchid Sheraton Riverside Hotel Bangkok,0,Everyday Casual Dining,559.15,3.5,1,1.0986122886681098
Fei Ya at Renaissance Bangkok,0,Everyday Casual Dining,817.0,6.5,2,1.0986122886681098
Fighto Izakaya,0,Everyday Casual Dining,106.8,3.0,1,0.6931471805599453
FigureGround Wine Bar,0,Everyday Casual Dining,251.64,3.0,1,0.6931471805599453
Fish Club Andaz Pattaya Jomtien Beach (Pattaya),0,Everyday Casual Dining,359.0,2.5,2,1.0986122886681098
Five Crossing Eatery & Winery,0,Everyday Casual Dining,166.8,1.5,2,1.0986122886681098
Flann O'Brien's Irish Pub,0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
Flashback Rooftop Bar,0,Everyday Casual Dining,167.88,2.0,1,0.6931471805599453
Flavors at Renaissance Bangkok,1,Experience-Oriented Dining,407.5272,4.64,26,4.836281906951478
Fomo Brunch & Dining (Chonburi),0,Everyday Casual Dining,106.8,2.0,2,1.0986122886681098
Food Exchange Restaurant at Novotel Bangkok Sukhumvit 20,0,Everyday Casual Dining,118.5,1.75,4,1.6094379124341003
Food Exchange Restaurant at Novotel Bangkok Sukhumvit 4,0,Everyday Casual Dining,265.61999999999995,6.333333333333333,3,1.9459101490553132
Frame Cafe & Restaurant,0,Everyday Casual Dining,156.0,3.25,3,1.6094379124341003
Friend Station On Nut 44-46,0,Everyday Casual Dining,82.8,2.0,1,0.6931471805599453
Fu Marn Lau Restaurant The Twin Towers Hotel,0,Everyday Casual Dining,292.86,4.833333333333333,3,1.9459101490553132
Fueng Fah at Mövenpick Suriwongse Hotel (Chiang Mai),0,Everyday Casual Dining,84.0,2.0,2,1.0986122886681098
Fufu Shabu Ari,0,Everyday Casual Dining,343.82399999999996,4.4,3,1.791759469228055
Fufu Shabu G Tower Grand Rama 9,0,Everyday Casual Dining,229.68,3.0,1,0.6931471805599453
Fufu Shabu Rama 4,0,Everyday Casual Dining,153.12,2.0,2,1.0986122886681098
Fujiyama Sashimi & Shabu Buffet,0,Everyday Casual Dining,191.76,2.0,1,0.6931471805599453
Fungpls ,0,Everyday Casual Dining,110.8,2.0,2,1.3862943611198906
GINGER FARM kitchen at Central Phuket,0,Everyday Casual Dining,162.0,3.0,1,0.6931471805599453
GINGER FARM kitchen at One Bangkok,0,Everyday Casual Dining,433.8,5.0,2,1.0986122886681098
GaGa Udon House Thong Lor,0,Everyday Casual Dining,253.5,5.0,1,0.6931471805599453
Garden Salad by Ms.Chu ,0,Everyday Casual Dining,106.8,4.0,1,0.6931471805599453
Garret Fish & Chips Ari,0,Everyday Casual Dining,162.0,3.0,1,0.6931471805599453
Garret Fish & Chips Sammakorn,0,Everyday Casual Dining,337.79999999999995,5.0,2,1.0986122886681098
Gekka,0,Everyday Casual Dining,174.0,2.0,1,0.6931471805599453
Gentle Butcher by Bangkok Butcher,1,Experience-Oriented Dining,775.7052631578947,4.157894736842105,13,2.995732273553991
Ginger Farm Kitchen 101 True Digital Park,0,Everyday Casual Dining,146.4,2.0,2,1.0986122886681098
Ginger Farm Kitchen Central Westville ,0,Everyday Casual Dining,114.0,2.0,2,1.0986122886681098
Ginger Farm Kitchen Centralworld,0,Everyday Casual Dining,78.0,2.0,1,0.6931471805599453
Ginger Farm kitchen Terminal 21 (Pattaya),0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
GingerBowl Cafe ,0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Ginpao Phochana,0,Everyday Casual Dining,286.20000000000005,6.5,2,1.0986122886681098
Giorgio's Riverside Royal Orchid Sheraton Hotel,1,Experience-Oriented Dining,209.0235838150289,2.53757225433526,24,5.159055299214529
Glai Hwor,0,Everyday Casual Dining,105.6,4.0,1,0.6931471805599453
Glare Eatery & Bar,1,Experience-Oriented Dining,166.4,2.0,6,2.5649493574615367
Gluttony by The Sin,0,Everyday Casual Dining,382.8,2.0,1,0.6931471805599453
Gogilang,0,Everyday Casual Dining,240.39999999999998,2.6666666666666665,3,1.3862943611198906
Goji Kitchen Grill & Bar at Pattaya Marriott Resort and Spa (Pattaya),1,Experience-Oriented Dining,496.0,4.166666666666667,5,1.9459101490553132
Golden State Vegan,0,Everyday Casual Dining,378.0,4.0,1,0.6931471805599453
Goodie Steak @ Bang Phlat,0,Everyday Casual Dining,50.4,2.0,1,0.6931471805599453
Goodie Steak @ Fai Chai – Phran Nok,0,Everyday Casual Dining,138.0,3.0,1,0.6931471805599453
Goodie Steak @ Wutthakat,0,Everyday Casual Dining,98.4,2.0,1,0.6931471805599453
Got to Grill,0,Everyday Casual Dining,225.6,2.0,1,0.6931471805599453
Gotoku by Shabu King,0,Everyday Casual Dining,142.8,2.0,1,0.6931471805599453
Grand Mercure Bangkok Atrium Staycation,0,Everyday Casual Dining,699.9,2.0,1,0.6931471805599453
Gravity 87 Rooftop Lounge At Ramada Bangkok Sukhumvit 87,1,Experience-Oriented Dining,110.35714285714286,2.2857142857142856,6,2.0794415416798357
Great Harbour International Buffet,1,Experience-Oriented Dining,407.3388059701493,3.4925373134328357,20,4.219507705176107
Great&Grand Sweet Destination (Pattaya),0,Everyday Casual Dining,22.8,1.0,1,0.6931471805599453
Greenhouse Congee & Noodles by Landmark,0,Everyday Casual Dining,75.0,2.0,1,0.6931471805599453
Greenhouse Restaurant Avani Sukhumvit Bangkok,0,Everyday Casual Dining,427.2,4.0,3,1.3862943611198906
Grok 1970 ,0,Everyday Casual Dining,635.4000000000001,1.5,2,1.0986122886681098
Gui Ratchayo ,0,Everyday Casual Dining,81.6,2.0,1,0.6931471805599453
Guilty Anantara Siam Bangkok,0,Everyday Casual Dining,291.0,1.6666666666666667,3,1.3862943611198906
Guzadrift Izakaya,0,Everyday Casual Dining,142.8,1.0,1,0.6931471805599453
Gyu En Siam Yakiniku,0,Everyday Casual Dining,342.96000000000004,2.6666666666666665,2,1.3862943611198906
Gyu-Ya Yakiniku Rama 3 ,0,Everyday Casual Dining,469.55999999999995,7.0,4,1.791759469228055
Gyu-Ya Yakiniku The Street Ratchada,0,Everyday Casual Dining,134.16,2.0,1,0.6931471805599453
Gyu-Ya Yakiniku True Digital Park (West Side),2,Premium Buffet & Large-Format Dining,1140.36,17.0,1,0.6931471805599453
Gyunobi Yakiniku,0,Everyday Casual Dining,143.76,2.0,1,0.6931471805599453
HAN ROLL BKK ,0,Everyday Casual Dining,550.8,2.0,1,0.6931471805599453
HANJI Taiwanese Hot Pot Sala Daeng,0,Everyday Casual Dining,258.0,2.0,2,1.0986122886681098
HANJI Taiwanese Hot Pot Thonglor,0,Everyday Casual Dining,210.0,2.0,1,0.6931471805599453
HEY Mookrata - Charoen Nakhon,0,Everyday Casual Dining,56.28,2.0,1,0.6931471805599453
HOUSE of TANGO,1,Experience-Oriented Dining,529.4181818181819,4.454545454545454,7,2.4849066497880004
HUA SENG HONG Central Plaza Chaengwattana,2,Premium Buffet & Large-Format Dining,603.0,15.0,1,0.6931471805599453
HUA SENG HONG The Mall Lifestore Bangkapi,0,Everyday Casual Dining,212.25,4.25,2,1.6094379124341003
Habitat Hotel Staycation (Hua Hin),0,Everyday Casual Dining,358.8,2.0,1,0.6931471805599453
Hagi Centara Grand at Central Plaza Ladprao Bangkok,1,Experience-Oriented Dining,366.3,3.6666666666666665,6,2.5649493574615367
Hagi at Centara Grand Beach Resort & Villas (Hua Hin),0,Everyday Casual Dining,294.0,3.0,2,1.0986122886681098
Hagow Yaowarat,1,Experience-Oriented Dining,96.61714285714285,2.7142857142857144,5,2.0794415416798357
Hainanese Chicken Rice C.P Tower Silom,0,Everyday Casual Dining,32.04,1.0,1,1.0986122886681098
Hanbab Korean Restaurant,0,Everyday Casual Dining,86.4,2.0,1,0.6931471805599453
Hangetsu Omakase,0,Everyday Casual Dining,1632.0,2.0,1,0.6931471805599453
Hannari Cafe de Kyoto Thonglor ,0,Everyday Casual Dining,37.300000000000004,1.1666666666666667,6,1.9459101490553132
Happening Dine and Bar,0,Everyday Casual Dining,94.8,2.0,2,1.0986122886681098
Haps - Brunch & More ,0,Everyday Casual Dining,190.8,4.0,1,0.6931471805599453
Hard Rock Cafe Bangkok,0,Everyday Casual Dining,260.8,3.6666666666666665,5,1.9459101490553132
Hashiri at The Athenee Hotel,0,Everyday Casual Dining,383.0,4.0,4,1.6094379124341003
Haute House The Idle Hotel & Residence,0,Everyday Casual Dining,130.8,2.0,1,0.6931471805599453
Hei Hotpot Chokchai 4,0,Everyday Casual Dining,79.2,2.0,2,1.0986122886681098
Heights At BKK,0,Everyday Casual Dining,150.0,3.0,1,0.6931471805599453
Heng Heng Lao Suthisan,0,Everyday Casual Dining,66.0,2.0,1,0.6931471805599453
Hiateeyai @ Samyan,0,Everyday Casual Dining,38.4,1.0,1,0.6931471805599453
Hidden House Cafe & Bistro (Samut Sakhon),0,Everyday Casual Dining,142.0,2.6666666666666665,2,1.3862943611198906
High River Café (Ratchaburi),0,Everyday Casual Dining,94.8,2.0,1,0.6931471805599453
High Tea by Pickaboo,0,Everyday Casual Dining,108.0,1.0,1,0.6931471805599453
Hishou Hotel Nikko Bangkok,0,Everyday Casual Dining,284.5,3.0,2,1.0986122886681098
"Hmmmm, Grilled Pork Udomsuk",0,Everyday Casual Dining,50.4,2.0,4,1.6094379124341003
Ho Kitchen Rama 3,0,Everyday Casual Dining,247.79999999999998,3.25,4,1.6094379124341003
Hogar bar,0,Everyday Casual Dining,309.6,8.0,1,0.6931471805599453
Hokkaido Yakidon ,0,Everyday Casual Dining,78.0,2.0,2,1.0986122886681098
Holli Bolli Rooftop Bar @ Radisson Suites Bangkok Sukhumvit,0,Everyday Casual Dining,198.12,2.0,2,1.0986122886681098
Hom Duan,0,Everyday Casual Dining,58.8,2.0,1,0.6931471805599453
Homie Bar & Restaurant,0,Everyday Casual Dining,80.4,2.0,1,0.6931471805599453
Hong Kong Fisherman,0,Everyday Casual Dining,235.2,2.0,1,0.6931471805599453
Hong Teh Chinese Restaurant,0,Everyday Casual Dining,551.4,6.0,1,0.6931471805599453
Honomi Shabu & Omakase,0,Everyday Casual Dining,204.0,1.0,1,1.0986122886681098
Hooligan by Apache,0,Everyday Casual Dining,66.0,2.0,1,0.6931471805599453
Hotaru 119 Omakase & Izakaya - Sanampao,1,Experience-Oriented Dining,539.7529411764707,2.6470588235294117,10,2.8903717578961645
Hotaru 119 Omakase - Rama 9,1,Experience-Oriented Dining,502.0,2.2222222222222223,8,2.302585092994046
Hotel Clover Asok Staycation,0,Everyday Casual Dining,479.87999999999994,2.0,2,1.3862943611198906
House of Chandra Nakhon Pathom,0,Everyday Casual Dining,82.8,3.0,1,0.6931471805599453
House of Kin KORAT Centara Korat (Nakhon Ratchasima),0,Everyday Casual Dining,239.76,2.0,1,0.6931471805599453
