,restaurant name,text,cluster,theme
293,Caviar Café by Nai Lert,"Caviar Café by Nai Lert Caviar Café at Nai Lert is one of the finest caviar houses in Thailand  offering an elegant yet approachable dining experience. From perfectly seared scallops topped with caviar to truffle pasta and delicate salmon creations  every dish is beautifully crafted with premium ingredients. The quality rivals international standards while the pricing remains reasonable  making it an exceptional destination for caviar lovers and fine dining enthusiasts in Bangkok Caviar Café by Nai Lert  Caviar Café by Nai Lert Anurag was the staff that serving me  he was friendly and nice. I like the atmosphere here also   it is very windy  the food is nice as well  the service is very prompt thank you so much. Caviar Café by Nai Lert  Caviar Café by Nai Lert The restaurant has a counter bar.
The food is prepared and cooked a little.
There's a good selection of wines and champagnes. ",0,Various Menus & Quality Food
294,Celadon The Sukhothai Bangkok,"Celadon The Sukhothai Bangkok We had dinner.
We watched a show with Thai dancers.
It was delicious.
That night  all the signs of food poisoning...
And it seems like it wasn't a cheap restaurant. Celadon The Sukhothai Bangkok The food wasn’t bad but quite average for a Michelin-guide restaurant especially at the price.

The cocktails were very nice though. Celadon The Sukhothai Bangkok Gorgeous food  authentic taste.
7 course tasting menu and each and every dish was delicious.
Combined with lovely staff and the 2 dancers made it a night to remember. Celadon The Sukhothai Bangkok  Celadon The Sukhothai Bangkok Despite a recommendation from a friend to visit Celadon  we were somewhat disappointed. We visited for dinner on New Year’s Eve  the atmosphere was lacking in all sense  no music initially (then very quiet)  not great service and quite solemn. The starters were also a disappointment - they lacked a lot of flavour and one of our chicken satays was raw and firm. Thankfully the mains were much better  however other restaurants around the city such as Plu and Naam106 have served much more flavourful food in better atmospheres  and double the price. Sadly wouldn’t recommend. ",6,
295,Centara Ayutthaya Staycation (Ayutthaya),"Centara Ayutthaya Staycation (Ayutthaya) The hotel is very nice  especially the pool  but the customer service was rather cold... Centara Ayutthaya Staycation (Ayutthaya) Beautiful hotel  beautiful rooms with very clean toilet  has safe in the room and free wifi.
The hotel has a fitness center and rooftop swimming pool. Next to central shopping mall offers many choices. Centara Ayutthaya Staycation (Ayutthaya)  Centara Ayutthaya Staycation (Ayutthaya)  Centara Ayutthaya Staycation (Ayutthaya) I was there on a business trip  so I don't know about the daytime  but it was relatively quiet at night. There was a mall right next door  so it was easy to go shopping and eat. The breakfast had a wide variety of dishes  so even those who are tired of Thai food or don't like it will find it satisfying. ",6,
296,Centara Korat Staycation (Nakhon Ratchasima),Centara Korat Staycation (Nakhon Ratchasima)  Centara Korat Staycation (Nakhon Ratchasima) A nice smile  the best service—a pleasant surprise for the child  leaving a deep impression. Centara Korat Staycation (Nakhon Ratchasima) Great hotel and the best breakfast in the city. Centara Korat Staycation (Nakhon Ratchasima)  Centara Korat Staycation (Nakhon Ratchasima) Pet friendly rooms available in 4th Floor ,6,
297,Centre Point Hotel Sukhumvit 10 Staycation,"Centre Point Hotel Sukhumvit 10 Staycation This is the first time I’ve found a local hotel offering family rooms. Although the building and interior are a bit dated  it’s still acceptable. The shuttle bus service is a great plus for getting around. Centre Point Hotel Sukhumvit 10 Staycation  Centre Point Hotel Sukhumvit 10 Staycation The breakfast is very appealing and offers a very good selection. The friendliness of the staff is undeniable. Centre Point Hotel Sukhumvit 10 Staycation I was in the new wing  deluxe room with swimming pool view.
The hotel and the room are very clean  the area is quiet and silent.
In particular the bathroom was very good  with a perfect and confortable shower and plenty of shelves to put the usual personal stuff.
The only major drawback was the column located almost in the center of the room  immediately adjacent to the bed  with the high risk of hitting the head when getting out of bed  especially at night.
A room with this layout definitely shouldn't be rented to a couple; at most  it should be given to a single traveler who can get in and out of bed from the other side. Centre Point Hotel Sukhumvit 10 Staycation  ",6,
298,Cha La Restaurant and Bar (Khao Yai),"Cha La Restaurant and Bar (Khao Yai) We've eaten here several times; it's a very good restaurant. The menu offers a good selection of both Thai and other dishes. You can sit comfortably both inside and outside.
The service  friendliness  and hospitality of the staff are excellent!
There was live music on the weekend  which also created a lovely atmosphere.
Highly recommended! Cha La Restaurant and Bar (Khao Yai) The food was delicious. One of our family's favorite restaurants in Khao Yai. Cha La Restaurant and Bar (Khao Yai) The food was delicious and the atmosphere was great. Cha La Restaurant and Bar (Khao Yai) Nice dishes and good vibe🥰 Cha La Restaurant and Bar (Khao Yai) Excellent Wagyu steak! I would recommend it anytime! ",3,Good Location
299,Chaai-Samai 2498 Bangkok,Chaai-Samai 2498 Bangkok Good atmosphere  delicious food Chaai-Samai 2498 Bangkok The atmosphere is relaxing and the food is delicious ❤️ Chaai-Samai 2498 Bangkok The authentic Thai food was delicious – everything tasted great (I didn't have time to take pictures  I was too hungry!). The coffee and desserts were excellent. The prices were reasonable. The restaurant is beautiful and shady; it wasn't hot even during the day because of the many trees and the water in the garden canals. Chaai-Samai 2498 Bangkok Delicious  beautiful  peaceful. Chaai-Samai 2498 Bangkok The natural atmosphere is so lovely  I have to come back again. Especially after a tiring drive  the atmosphere is great; nature is therapeutic. The food is also delicious! ,6,
300,Chaan G,"Chaan G The restaurant has a nice  stylish decor. It's not very big.

The food is delicious  flavorful  and reasonably priced.

Beef: Good flavor  tasty  and not tough.
Seafood stir-fried noodles: Delicious  I loved it  highly recommend trying it.
Two-style pork neck: Tender and delicious.

The staff are lovely  and alcoholic drinks are reasonably priced.
Parking is available at the 7-Eleven. Chaan G  Chaan G The food is delicious  the atmosphere is great  there's music playing  and most importantly  the price is incredibly good! Chaan G Delicious food  friendly price. Chaan G The food is very delicious and the price is not expensive at all. There is a wide selection of alcoholic beverages. The staff gives good recommendations. The live band is also good. It's like eating at a friend's house. It's very chill. ",0,Various Menus & Quality Food
301,Chakrabongse Villas,Chakrabongse Villas  Chakrabongse Villas  Chakrabongse Villas Nice Flower shop Chakrabongse Villas Overall  everything was superb. Chakrabongse Villas I didn't go to eat  I went to look at the house. Chakrabongse Villas hotel lodging point_of_interest establishment  Chakrabongse Villas hotel lodging point_of_interest establishment  Chakrabongse Villas hotel lodging point_of_interest establishment  Chakrabongse Villas hotel lodging point_of_interest establishment  Chakrabongse Villas hotel lodging point_of_interest establishment ,5,
302,Chao Nua Thong,"Chao Nua Thong The food is delicious  and the meat is of good quality. Chao Nua Thong So delicious!!! Every dish we ordered was amazing. The owner is lovely  and the staff are so nice too. Delicious food  great service  wow! :)
Thank you for playing the Happy Birthday song! Chao Nua Thong  Chao Nua Thong Reasonable price with high quality meat. Chef is very on point on grilling steak Chao Nua Thong Insanely delicious! A great restaurant with delicious food at reasonable prices. The chef is incredibly skilled; the Denver steak was perfectly cooked to order  and the Italian carbonara spaghetti was authentic – we ordered two! The corkage fee for wine was only 200 baht. This is definitely going to be my go-to steak restaurant! ",0,Various Menus & Quality Food
303,Chao Xiang Restaurant,Chao Xiang Restaurant The dim sum buffet is a buy 4 get 3 free offer  costing just over 600 baht per person. The food is delicious and worth the price  but service can be slow  so you might have to wait a bit. There are private rooms available  suitable for large groups  and convenient parking. Chao Xiang Restaurant Please come and try their service. They are really good. Chao Xiang Restaurant The food is delicious and the staff are lovely. Chao Xiang Restaurant The food tastes good  the price is reasonable  the service is good  there are private rooms  parking  an elevator  karaoke  and a cafe downstairs. The location is on the main road  easy to find. Chao Xiang Restaurant  ,0,Various Menus & Quality Food
304,Chaophraya Cruise,Chaophraya Cruise The boat is beautiful  Bangkok is beautiful from the river. Very beautiful. Chaophraya Cruise Not wheelchair friendly .. food was average at best .. the cruise had a very cheesy tourism vibe Chaophraya Cruise It was overcrowded  almost 300 people boarded a 100 m boat so called cruize   1.5 hrs ride through chaopraya river  good sightseeing   but too crowdy   won't recommend to book Chaophraya Cruise I don’t like leaving bad reviews  I had only one issue which to me was the biggest issue. The FOOD is horrible!!! I would suggest eating else where then booking like a booze cruise or just a sight seeing cruise because everything else was okay given the price you pay. I however was actually hungry and was so disappointed. The hot held food that was supposed to be hot was cold. A lot of these dishes that were supposed to be warm food. I had to personally let one of the Chefs know that their chicken Bolognese was as cold as ice . The only edible thing I was able to actually eat was the Tom Yum soup. Other than that the entertainment was ok I guess. The experience wasn’t what I hoped for being hungry. My hotel that I’m staying at has a buffet that is 10x better than this and it’s free. Chaophraya Cruise New Year's Eve to never forget  really great! ,0,Various Menus & Quality Food
305,Charcoal Tandoor Grill & Mixology,Charcoal Tandoor Grill & Mixology Gerald helped us with food selection and was very sweet with our 5 years old. He ensured the food was good and served hot. Was very kind and generous. Charcoal Tandoor Grill & Mixology We had a wonderful evening here. The Butter Chicken was delicious. Paul and the service team were very friendly and attentive. We will come again. Charcoal Tandoor Grill & Mixology Everything is good  all food are great and Paul is very helpful. Charcoal Tandoor Grill & Mixology Paul was very helpful and gave great recommendations. Food is amazing Charcoal Tandoor Grill & Mixology The service was excellent!!! Gerald  who served and advised us  was very courteous!! ,0,Various Menus & Quality Food
306,Charlie's by Tongpeng,Charlie's by Tongpeng Very good restaurant and good staff Charlie's by Tongpeng Very good and every staff also good 🥰 Charlie's by Tongpeng  Charlie's by Tongpeng  Charlie's by Tongpeng For some reason it was closed at 8 pm. We are very upset. What happened? ,0,Various Menus & Quality Food
307,Charm Cuisine at Oakwood Suites Tiwanon,"Charm Cuisine at Oakwood Suites Tiwanon We had the congee buffet and the food bar items were average  like most hotel food. But the special stir-fried vegetables that you can order repeatedly were delicious with the congee.
The atmosphere was nice  typical of a hotel. Overall  I liked it. Charm Cuisine at Oakwood Suites Tiwanon A bit disappointed with this restaurant.
We had a few hours to spare so decided to try the a la carte menu rather than the buffet. The biggest disappointment was the deserts. We ordered a Tiramisu each when we ordered our mains. A substantial time after finishing the mains we enquired about the Tiramisu's - they had clearly forgotten them. When they finally arrived they were still frozen. We decided to let them thaw as we had time - it took almost an hour! The taste was good though. Charm Cuisine at Oakwood Suites Tiwanon  Charm Cuisine at Oakwood Suites Tiwanon  Charm Cuisine at Oakwood Suites Tiwanon Delicious food ",0,Various Menus & Quality Food
308,Charoen Ros Buffet (Chiang Mai),"Charoen Ros Buffet (Chiang Mai) The food is delicious  and you can sit and relax for as long as you like—seriously  a long time  Chiang Mai party animal style  drinking heavily and then having more drinks. It's a great alternative to Huay Tung Tao  a buffet with snacks that saves money. We even offered to pay an hourly rate  but that was good because it was a weekday! 🥲🙇‍♂️ The owner is incredibly nice and doesn't give you any dirty looks. And the food is made to order*  not just scooped from a pot and served. 😁🤩🥰 #MustVisitInChiangMai #FoodieSpotUntilDawn Charoen Ros Buffet (Chiang Mai) Delicious food Charoen Ros Buffet (Chiang Mai) The food was delicious.
The buffet was great value for money.
The marinated shrimp in fish sauce was amazing.
The stir-fried dishes were also excellent. They had salads  tom yum soup  and papaya salad – everything you could want. Charoen Ros Buffet (Chiang Mai) Same old place Charoen Ros Buffet (Chiang Mai)  ",2,Attentive Service but Pricey
309,Charoen Rung Rueang International Buffet MS Siam Tower Rama 3,"Charoen Rung Rueang International Buffet MS Siam Tower Rama 3  Charoen Rung Rueang International Buffet MS Siam Tower Rama 3  Charoen Rung Rueang International Buffet MS Siam Tower Rama 3 สรุปสั้นๆ ""คุณภาพสมราคาบางเมนู ภาพรวมอาจจะยัง""

ผมกินเป็นคอร์สของ Hungry hub ราคา 2000 บาท

เรื่องอาหารก่อน บางเมนูดี บางเมนูไม่ดี
เมนูที่แนะนำให้สั่ง ปลาดิบต่างๆ หมูกรอบ เนื้อย่างใบโอบะ
เมนูที่ไม่แนะนำให้สั่ง หมูแดง สเต็กเนื้อ ฟัวกราส์ (กลิ่นค่อนข้างแรง) โรลที่มีสาหร่ายเป็นส่วนประกอบ (ไม่กรอบ)

เรื่องการบริการ มี Service mind ดี มีโปรให้รีวิว 5 ดาวแล้วแจกไอติมกลับบ้าน
ส่วนที่ยังไม่ดีคือการสื่อสารของพนักงาน ตอนอยู่หน้าร้านสื่อสารกับคนนึงเรียบร้อยว่าคอร์สไหน ตอนนั่งพนักงานอีกคนเอาคอร์สมาให้เลือกอีก
อีกเรื่องนึงคือสั่งอาหารแล้วไม่ได้ตามลิสที่สั่ง ลืมนู่นลืมนี่บ้าง ต้องตามเอง สั่งอะไรไปพนักงานก็ไม่ทราบเราต้องเป็นคนทวนให้เอง
เรื่องสุดท้ายคือเรื่องการสั่งอาหาร ใน qr จะแจ้งว่าแต่ละเมนูสั่ง 1 ที่คือได้กี่ชิ้น เวลามาจริงไม่ได้ตามนั้นบางเมนู ต้องลองสั่งมาดูก่อนครับ เช่น สั่งซาชิมิโฮตาเตะ 1 ที่ 4 ชิ้น มาจริง 1 ชิ้น Charoen Rung Rueang International Buffet MS Siam Tower Rama 3  Charoen Rung Rueang International Buffet MS Siam Tower Rama 3  ",2,Attentive Service but Pricey
310,Charoen Rung Rueang International Buffet Rama 2,Charoen Rung Rueang International Buffet Rama 2  Charoen Rung Rueang International Buffet Rama 2  Charoen Rung Rueang International Buffet Rama 2 The food is fresh and delicious. The restaurant is large  spacious  and comfortable. Charoen Rung Rueang International Buffet Rama 2 Great service  great food  great atmosphere. Had the buffet  5/5 would definitely go again! Charoen Rung Rueang International Buffet Rama 2  ,2,Attentive Service but Pricey
311,Charoen Rung Rueang International Buffet True Digital 101,Charoen Rung Rueang International Buffet True Digital 101 The food quality low  taste unacceptable. Desert look good from menu but in reality not good. High price but deliver poor quality food. Order is slow especially the expensive menu  they come so late. If not improve this restuarant will not survive for sure. Charoen Rung Rueang International Buffet True Digital 101  Charoen Rung Rueang International Buffet True Digital 101  Charoen Rung Rueang International Buffet True Digital 101  Charoen Rung Rueang International Buffet True Digital 101  ,2,Attentive Service but Pricey
312,Charoenkrung Bar & Bistro,"Charoenkrung Bar & Bistro I’ve always wanted to come here I don’t know why but I just love hanging out in Chinatown in Bangkok it has such a different vibe more authentic and just a really fun and chill place to go!!

We decided to come here with friends and actually there was four of us for a quick meeting .. turned out to be more of a friendship afterwards because we realize we had so much in common!

This place has such a beautiful vibe it’s red it’s got a very cozy small little restaurant with really good service!

We ordered food and drinks and we had a really nice conversation the food was really good tasty whatever we ordered and the breadsticks and dips were really nicely done!

The service was really good and then the band started to play or this individual that came to entertain it was also quite good at his craft!

I would highly recommend to go here just it’s a chill place to just chill and really not high pressure the way they come and approach you they’re very much they look at you and see if you need anything if they don’t they leave you alone which is what I like!

Follow Fauzia for more amazing places in Chinatown and beyond you can find us on our social media channels to Facebook Instagram TikTok and YouTube to watch more lengthy videos or read reviews longer are in the link in my bio!!
🥰❤️‍🔥☺️❤️‍🔥🥰❤️‍🔥🦋☺️🥳🥳💞💕🙏🏼💓🍫💰💰 Charoenkrung Bar & Bistro The atmosphere is great  and the cocktails are reasonably priced  not too expensive. Charoenkrung Bar & Bistro A good little bar with a small food menu. Vibes and drinks good  but food service very slow and disjointed. Charoenkrung Bar & Bistro Really cool little bar with excellent music. Loved it! Charoenkrung Bar & Bistro  ",3,Good Location
313,Chatrium Hotel Riverside Bangkok Staycation,Chatrium Hotel Riverside Bangkok Staycation This is the second time we have stayed at this excellent hotel. And we will stay there again next time we are in Bangkok. We love the location  the view of the river from the high floors  the excellent breakfast  the courteous and helpful hotel staff. The hotel has a shuttle boat that picks up and drops off at the BTS Saphan Taksim station. And it is just a short walk from Asiatique. Highly recommended. Chatrium Hotel Riverside Bangkok Staycation Beautiful hotel with friendly staff. Right on the river with a shuttle boat. Chatrium Hotel Riverside Bangkok Staycation  Chatrium Hotel Riverside Bangkok Staycation  Chatrium Hotel Riverside Bangkok Staycation Great location to stay in Bangkok on the river  free transfer down town by boat. ,6,
314,Chatrium Residence Sathon Bangkok Staycation,Chatrium Residence Sathon Bangkok Staycation ห้องดีมาก แต่พนักงานห้องอาหารคุณป้าผมสั้นปากแดงดุนิดหน่อย อย่างอื่นดีหมด🥰 Chatrium Residence Sathon Bangkok Staycation  Chatrium Residence Sathon Bangkok Staycation  Chatrium Residence Sathon Bangkok Staycation This is a bit remote from main attractions but if you are into relaxed and leisure vacation then this place is perfect. I would especially add that included breakfast is really good with lots of seasonal fruits. The stuff is super nice and friendly too. Chatrium Residence Sathon Bangkok Staycation Very good for families! nice breakfast! beautiful space at the pool! ,6,
315,Chatuchak Cafe Centara Grand at Central Plaza Ladprao,"Chatuchak Cafe Centara Grand at Central Plaza Ladprao HungryHub offers a buy-4-get-3-free deal. Wednesday dinner wasn't crowded  and the overall food quality was okay  but the variety was ""limited "" nothing surprising. The food selection was less than on their website; no crab  and the grilled river prawns and rock lobster were terrible (not fresh). Once is enough. Suitable for chatting. From the BTS station  walk through the mall and parking lot to the back of the restaurant (all floors are on the second floor  no need to go down stairs)  then walk to the first floor. Chatuchak Cafe Centara Grand at Central Plaza Ladprao The food is not too much can choose for this price but the food quality is good  seafood is fresh  all taste good. Chatuchak Cafe Centara Grand at Central Plaza Ladprao Chatuchak Café's breakfast buffet features incredibly tender pork sausages  flavorful bacon and eggs  and delightful surprises like Thai milk tea ice and Hong Kong-style fried dough sticks. However  some sauces are a bit too sweet and desserts are slow to be replenished. Despite these drawbacks  the service remains attentive  making it an overall worthwhile experience. Chatuchak Cafe Centara Grand at Central Plaza Ladprao One of the best Indian Food .. Freshly prepared everyday.. The Indian Chef Mr Arun is a very gentleman and always ready to help.. Very humble person .. i suggest to visit this place if you are in Bangkok Chatuchak Cafe Centara Grand at Central Plaza Ladprao  ",4,Extensive Alcohol Beverage Options
316,Chay Had Restaurant at Hilton Resort & Spa (Hua Hin),"Chay Had Restaurant at Hilton Resort & Spa (Hua Hin)  Chay Had Restaurant at Hilton Resort & Spa (Hua Hin) The food was delicious and the service was outstanding 💕 Chay Had Restaurant at Hilton Resort & Spa (Hua Hin) Bring mosquito repellent spray if you plan to eat dinner in the evening. Chay Had Restaurant at Hilton Resort & Spa (Hua Hin) Really disappointed at the service here  ruined our day honestly. We had to ask for menus and then to order  we then were served one of our meals and not the other so ended up cancelling it and leaving! No communication and kept being told it was 5 minutes away when we asked. There were plenty of staff around and it was not the Thai hospitality we are used to  not very friendly and not apologetic when we had to ask when the meal was coming nor when we ended up having to cancel. We also had a young baby with us so they could see we weren’t in a position to keep waiting especially after I’d finished my meal. It also very expensive for a basic meal  a small bottle of water 180 baht?! Won’t be returning despite the lovely sea views  shame!

Hi  sure please let me know the best way to connect Chay Had Restaurant at Hilton Resort & Spa (Hua Hin) It's so pleasant to stroll here with family on a weekday afternoon  enjoy drinks  and admire the beautiful scenery. ☺️ ",1,Restaurant with Good View
317,Che'rie Cafe,Che'rie Cafe  Che'rie Cafe The coffee is very strong  and the atmosphere is great. Che'rie Cafe I've used their services and the atmosphere is great  beautiful and perfect for the Christmas season. Che'rie Cafe comfortable Che'rie Cafe Children's cafe decorated according to the festival  lots of activities  and very good staff. ,4,Extensive Alcohol Beverage Options
318,Cheat Day by Modish The PARQ Rama 4,"Cheat Day by Modish The PARQ Rama 4 The restaurant is located on the 1st floor of The Parq building  next to the eyewear shop. It's easy to find.

The menu shows the calorie count for each item.
Lunch is served from 10:30 AM to 1:30 PM. Set menus are available  including your choice of drink (bael fruit juice  hibiscus juice  or mineral water) and a salad bar. The set costs 189 baht  which is excellent value and very generous in portion size – enough to fill you up completely. It also comes with grilled vegetables.

The Caesar salad has fresh greens  tender chicken  croutons  and fried bacon. The dressing isn't too oily.
It seems very healthy.

The food arrived very quickly  even though it was lunchtime and there were many customers.

The staff seemed a bit stern and didn't repeat the order  but the food was served correctly. Cheat Day by Modish The PARQ Rama 4 Good food! Tried their bibimbap and sea bass with grans and both were delicious. Not as bland as the photos might suggest.
Came on a Sunday and it was empty. No wait time. Cheat Day by Modish The PARQ Rama 4  Cheat Day by Modish The PARQ Rama 4 Delicious food  friendly staff  good service. Cheat Day by Modish The PARQ Rama 4 Valeur sûr. Food is always good here. Never been disappointed. ",2,Attentive Service but Pricey
319,Cheeky Signature’s (Bee Hoon),"Cheeky Signature’s (Bee Hoon) As promised  I came back to Cheeky Signature this afternoon for lunch. This time I ordered their Meatball with minced pork with flat noodles (mee pok)  dried version which comes with their signature soup in a separate bowl. The pork meatballs are chewy  with bits of mushroom to give them quite a unique taste. The flat noodles are not the common yellow mee pok variant  but rather seems to be made from wheat (aka soba-like).The savoury soup is excellent - seems to blend with dried noodles very well and this time I even asked for re-fill after I finished the meal! Once again  the owners are very hospitable and on this occassion  I was offered 2 different sauces to go with the meatballs and noodles - chilli with chopped garlic in soya sauce and a green lemonly tasting corinder sauce. Will not hesitate to bring the wifely along the next time! Cheeky Signature’s (Bee Hoon) Another hidden jem in Sim Lim Square. Homey home cooked food kind of food. Warms the belly and heart. I had the braised pork with pork lard rice (rare to find pork lard rice in SG)  and my partner had the fish slice and mince meat soup. Soup is packed with flavour. Fish slice is fresh  braised pork is really soft and almost melt in the mouth kind. Delicious and value for money.

The downside is that the store location is away from the usual popular food corridor on the second floor. They are located on the following corridor. I only knew about this stall when I decided to explore further down. Do give them a try.

Looking forward to try the other dishes on next visit. Cheeky Signature’s (Bee Hoon) Usually you would expect either the soup or the noodle small  I was surprised by the size of both. Value for money! Cheeky Signature’s (Bee Hoon)  Cheeky Signature’s (Bee Hoon) Fully enjoyed the meal. Finished the soup and rice with ever feeling they were too oily/salty. ",0,Various Menus & Quality Food
320,Chef Station Omakase,"Chef Station Omakase Thank you for the wonderful experience.
Good ingredients  delicious rice.
Absolutely no complaints considering the price.
Warm  cozy  homie feel. Both chefs are lovely.
I'll definitely visit again. Chef Station Omakase The chef provides excellent service and has a funny sense of humor. It's conveniently located. You can inform them in advance if you have any allergies to any ingredients (but you cannot change the dining date). The ingredients are worth the price. There's no rush; you can enjoy your meal at your own pace. Chef Station Omakase Every course was delicious and very enjoyable because the chef chatted with me  slowly explaining each dish. I didn't feel bored listening at all. It was so satisfying. Every bite was delicious  even the dessert. 💕 Chef Station Omakase This is one of my favorite restaurants. Not only are the ingredients excellent  but the atmosphere and the chefs make the meal even more delicious and enjoyable. It's a very warm omakase dining experience.🫶🏻 Chef Station Omakase This is an incredibly affordable omakase. 16 pieces for just 999 baht is unbelievable. The ingredients are fresh and new  changing daily. The chef creates new  unique dishes. At this price  you can eat here often. Plus  the chef is very chatty and funny. The atmosphere is warm and friendly  like eating at home. I really like it! ",0,Various Menus & Quality Food
321,Chef Thanom Att U Park Bangna,"Chef Thanom Att U Park Bangna My husband and I eat here quite frequently and everything we order is excellent ie. Pizza  ribs  salad  soups. Service is always excellent as well. Highly recommended 👌. Chef Thanom Att U Park Bangna  Chef Thanom Att U Park Bangna The staff are very nice and cute. 🍕 The food is delicious  served quickly  and eaten so quickly that I didn't have time to take a picture. During the time I went  there was a promotion of buy 1 get 1 free pizza. Chef Thanom Att U Park Bangna I tried the 499+ set promotion advertised at the front of the store  but the staff informed me that it was a new brand from Chef Thanom  so the ingredients wouldn't be as good as before.
- The service was excellent.
- The restaurant was quiet and peaceful.
- The spaghetti with shrimp in tomato sauce was good  tasty  and had good noodles and lots of shrimp.
- The bread on the pork steak was terrible. The bread quality was really poor  but what was worse was the use of margarine. This resulted in a lower-quality meal than I expected. The pork was okay  well-prepared  and comparable to Santa Fe. But in reality  the bread and butter would have been much more impressive if it had been made better and with better ingredients.
- The pizza wasn't to my liking at all. It wasn't fragrant  and the crust was dry. Compared to other thin-crust pizzas  I personally think it's worse. Chef Thanom Att U Park Bangna  ",0,Various Menus & Quality Food
322,Chef Thanom Seacon Square Srinagarindra,"Chef Thanom Seacon Square Srinagarindra Considering the price:
Food: Ribeye steak was tender and had a nice texture thanks to the addition of black pepper.
Tiramisu: Rich and creamy.

The flavors seemed adjusted to suit Thai tastes.

Service & Atmosphere: Very good. Chef Thanom Seacon Square Srinagarindra Today  we were walking around shopping here and saw an advertisement sign near the parking lot entrance. It looked interesting  but we had just eaten  so we weren't too interested at first. We walked around for about two hours and started getting hungry. We remembered the advertisement and went to look for it. We asked the information desk and they said it was near the Mummum zone  maybe a new zone  but we weren't sure. When we arrived  the staff were very helpful in recommending dishes. Once inside  they brought us the menu and continued to recommend dishes  which was great. We ended up ordering several things. The food was delicious  the ingredients were high-quality  fresh  and clean. The atmosphere inside was quite quiet  not many people were there  or maybe it was because we went around 3-4 pm. The restaurant doesn't have many seats  about 10 tables. The food was delicious  everything was great  and the prices weren't expensive. We'll definitely come back again. Chef Thanom Seacon Square Srinagarindra Truffle Pizza is delicious. Chef Thanom Seacon Square Srinagarindra I came alone and tried the seafood pesto. I secretly wished it were creamier for a pesto  but overall it was okay. It was easy to eat and had a subtle Thai flavor that's hard to describe. I think next time I'll try their A.O.P. (stir-fried chili and garlic) dishes; they'd probably make them well.
The freshly squeezed lime juice was delicious  perfect for cutting through the richness of the food.
P.S. The restaurant is very quiet. Playing soft background music would make the atmosphere less awkward. Chef Thanom Seacon Square Srinagarindra Another Italian restaurant I highly recommend. This restaurant is run by a Thai chef. I saw the truffle pizza looked delicious  so I decided to give it a try. The truffle flavor wasn't particularly strong  and the sauce was quite juicy. The steak was cooked perfectly  and the ribs were incredibly juicy. The spaghetti was incredibly flavorful. The restaurant always has good promotions  and the portions are huge.
From my many visits  I've found that I've missed a few orders. I'd like to see some improvement.

Price: 4/5
Quality: 4/5
Taste: 3/5
Cleanliness: 5/5
Speed: 3/5
Service: 4/5
Location: 5/5
Value: 5/5 ",0,Various Menus & Quality Food
