input_string,found,official_name,city,country,formatted_address,rating,website,error
RIVA At Ocean Marina Resort Jomtien (Pattaya),True,RIVA Restaurant,Na Chom Thian,Thailand,"RWH6+527, Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",4.6,https://www.oceanmarinaresort.com/,
Khanom Jeen Phuket Baan A-Ma,True,Khanom Jeen Saphan Hin,Amphoe Mueang Phuket,Thailand,"66 2 Phuket Rd, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",4.3,http://www.facebook.com/KanomChinSaphanHin,
FIRE  ,True,Boon Keng Fire Post,Singapore,Singapore,"4 Boon Keng Rd, Singapore 330004",3.6,,
Yakiniku En,True,Tengoku Yakiniku Singapore | Japanese Restaurant Singapore | Japanese BBQ,Singapore,Singapore,"112 Middle Rd, #01-00A Midland House, Singapore 188970",4.8,https://www.tengoku.sg/,
FLNT,True,FLNT | Nikkei Restaurant & Bar,Singapore,Singapore,"2 Orchard Turn, #55-01 ION Orchard, Singapore 238801",4.7,https://www.flnt.sg/flnt,
Mad Moa Asok,True,Mad Moa Asok,,Thailand,"139 Sukhumvit 21 Soi 1, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.8,https://www.facebook.com/MadmoaAsok?mibextid=LQQJ4d,
Fat Prince,True,Fat Prince (Formerly The Prince),Singapore,Singapore,"48 Peck Seah St, Singapore 079317",4.3,https://www.fatprincesg.com/,
Ruedooron by Liyang Town in Town,True,บ้านต้นตำรับ,,Thailand,"219/1 ซ. อินทราภรณ์ Khwaeng Phlabphla, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",4.4,https://www.wongnai.com/restaurants/16751IK-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%95%E0%B9%89%E0%B8%99%E0%B8%95%E0%B8%B3%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%97%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B9%8C%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B9%8C,
Ruedooron by Liyang Ratchaphruek,False,,,,,,,No results found
Ruedooron by Liyang Lat Krabang,True,Robinson Department Store Latkrabang,,Thailand,"71 Thanon Lat Krabang, Khwaeng Lat Krabang, Khet Lat Krabang, Krung Thep Maha Nakhon 10520, Thailand",4.5,https://www.central.co.th/th/store,
Firangi Superstar,True,Firangi Superstar,Singapore,Singapore,"20 Craig Rd, #01-03, Singapore 089692",4.4,https://www.firangisuperstar.com/,
Ouleng Cafe,True,Banchong Cafe,Singapore,Singapore,"1 Kallang Jct, Vanguard Campus, Singapore 339263",3.9,http://www.banchong.sg/,
L'Entrecôte The Steak & Fries Bistro (Duxton Hill),True,"L'Entrecôte Singapore Duxton Hill, The Steak & Fries Bistro",Singapore,Singapore,"36 Duxton Hl, Singapore 089614",4.2,https://www.lentrecote.com.sg/,
Flow Yacht Club,True,Flow Yacht Club,,Thailand,"Terminal 21, 1st Floor, ถ. พระรามที่ 3 แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120, Thailand",4.9,https://flowyacht.club/,
1-Altitude Coast,True,1-Altitude Coast Rooftop Bar,,Singapore,"The Outpost Hotel, 10 Artillery Ave, #07-01 Sentosa Island, Singapore 099951",4.6,http://www.1-altitudecoast.sg/,
Chakrabongse Villas,True,Chakrabongse Villas,,Thailand,"396/1 พระบรรม วัง, Thanon Maha Rat, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand",4.7,https://chakrabongsevillas.com/,
OUMI Modern Japanese Kappo Restaurant,True,OUMI Modern Japanese Kappo Restaurant,Singapore,Singapore,"88 Market St, #51-01, Singapore 048948",4.7,https://www.oumi.sg/,
The White Tiffin (Changi City Point),True,The White Tiffin (Changi City Point),Singapore,Singapore,"5 Changi Business Park Central 1, #01-44, Singapore 486038",4.4,https://www.facebook.com/thewhitetiffin/,
The White Tiffin (Woods Square Mall),True,The White Tiffin (Woods Square Mall),Singapore,Singapore,"6 Woodlands Sq, B2 01, Singapore 737737",4.0,https://www.facebook.com/thewhitetiffin/,
The White Tiffin @ AMK Hub,True,The White Tiffin @ AMK Hub,Singapore,Singapore,"53 Ang Mo Kio Ave 3, #01-04/05 AMK Hub, Singapore 569933",4.0,,
NOVA,True,NOVA,Singapore,Singapore,"1 Raffles Pl, L63, Singapore 048616",4.6,https://www.novabar.sg/,
7th Street Bar & Bistro Mega Bangna,True,7th Street Bar&Bistro,Tambon Bang Kaeo,Thailand,"38,38/1-3,39 เมกาบางนา ชั้น1 บางแก้ว Thanon Bang Na-Trat Frontage, Tambon Bang Kaeo, Amphoe Bang Phli, Chang Wat Samut Prakan 10540, Thailand",4.7,https://www.facebook.com/7thstreetbarandbistro,
HighHouse,True,HighHouse,Singapore,Singapore,"1 Raffles Pl, L61-62, Singapore 048616",4.7,https://www.highhouse.sg/,
PlukRak Pretty Healthy,True,ปลูกรัก Pretty Healthy,,Thailand,"531 ถ. เจริญกรุง Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100, Thailand",4.7,https://m.facebook.com/PlukRakPrettyHealthy/,
Suansirin,True,Suan Sirin,,Thailand,"1, 23 Soi Rattanakosin Somphot, Khwaeng Tha Raeng, Khet Bang Khen, Krung Thep Maha Nakhon 10220, Thailand",4.2,http://www.facebook.com/Suansirin,
L'Entrecôte The Steak and Fries Bistro (Customs House),True,"L'Entrecôte Singapore Duxton Hill, The Steak & Fries Bistro",Singapore,Singapore,"36 Duxton Hl, Singapore 089614",4.2,https://www.lentrecote.com.sg/,
Sook Samraan - Cafe Mookrata,True,Sook Samraan สุกสำราญ - คาเฟ่หมูกระทะ,,Thailand,"158/3 Soi Lat Phrao 41, Lane 7-2, จันทรเกษม Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.2,https://www.facebook.com/SookSamraan/,
Hiateeyai @ Samyan,True,เฮียตี๋ใหญ่กระทะร้อน@สามย่าน Hia Tee Yai,,Thailand,"70 Si Phraya Rd, Khwaeng Maha Phruttharam, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.8,https://linktr.ee/Hiateeyai,
Hiateeyai @ Naret,False,,,,,,,No results found
Flow Yacht Club (Phuket),True,Flow Phuket,Ko Kaeo,Thailand,"X97P+MJP, Ko Kaeo, Mueang Phuket District, Phuket 83000, Thailand",5.0,,
The White Tiffin Fusion,True,The White Tiffin Fusion,Singapore,Singapore,"448 Telok Blangah Rd, #01-02 Hotel Faber Park, Singapore 099593",4.3,https://thewhitetiffin.com/,
Sabio Spanish Tapas,True,Tasca Sabio,,Thailand,"80 Surawong Rd, Khwaeng Si Phraya, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.9,https://sabio.food/,
Taste and Toast,True,Taste and Toast,,Thailand,"234 Soi Ramkhamhaeng 110, Khwaeng Saphan Sung, Khet Saphan Sung, Krung Thep Maha Nakhon 10240, Thailand",4.3,,
Pilot Brewery,True,Pilot,Edinburgh,United Kingdom,"Unit 4B Stewartfield, Edinburgh EH6 5RQ, UK",4.8,http://pilotbeer.co.uk/,
Verandah Rooftop Rotisserie At Momentus Hotel Alexandra,True,Verandah Rooftop Rotisserie,Singapore,Singapore,"Momentus Hotel, Alexandra Rd, Level 7 Alexandra 323, Singapore 159972",4.6,http://www.momentushotels.com/dine,
COAL Bake&Grill  ,True,COAL Bake&Grill,,Thailand,"84/2 Ramkhamhaeng21, ถ. ประดิษฐ์มนูธรรม แขวงพลับพลา Navasri14, กรุงเทพมหานคร 10310, Thailand",4.8,https://page.line.me/coal.bakegrill,
Tea Factory and More,True,Tea Factory and More,,Thailand,"95 Soi Sukhumvit 39, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.7,https://www.alacampagnepattaya.com/tea-factory-more/,
Sriracha In Love at S. Sriracha Hotel & Residence (Chonburi),True,S. Sriracha Hotel & Residence,ตำบล ศรีราชา,Thailand,"83, ตำบล ศรีราชา อำเภอศรีราชา ชลบุรี 20110, Thailand",4.6,http://www.ssriracha.com/,
Nen (念) Rama 9,True,Nen (念) Rama 9 - Modern Japanese Homecook,,Thailand,"23 Rama 9 Soi 41 Suanluang Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",4.9,,
Areeya Mookrata Pradiphat,True,Areeya Mu Kratha,,Thailand,"110 Thanon Pradiphat, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",4.4,https://www.facebook.com/share/1Cff88KaX6/?mibextid=wwXIfr,
Riviera,True,Riviera 38,Singapore,Singapore,"38 Mar Thoma Rd, Singapore 328712",4.0,,
Areeya Mookrata New Petchaburi,True,Areeya mookrata Thai BBQ 2 (New Petchaburi),,Thailand,"1997 New, Khwaeng Bang Kapi, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",4.3,https://linktr.ee/AREEYA_THAIBBQ,
Areeya Mookrata Chula-Banthat Thong,True,Areeya Mookrata Branch 5 (Chula-Banthat Thong) Thai BBQ,,Thailand,"67, 8 Rong Mueang Rd, Khwaeng Rong Muang, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.8,https://www.facebook.com/profile.php?id=100059036391401,
Above Eleven,True,Above Eleven Rooftop Bar & Restaurant,,Thailand,"Fraser Suites, 38/8 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.6,https://aboveeleven.com/bangkok/,
Terre Grounding Eatery (Phuket),True,Terre grounding eatery,Tambon Wichit,Thailand,"100, 23 Thanon Wirat Hong Yok, Tambon Wichit, เมือง, Chang Wat Phuket 83000, Thailand",4.9,,
URBAN CURY N KEBAB,True,Urban Curry N Kebab- Authentic Special Indian Food,Singapore,Singapore,"7 Hoe Chiang Rd, #01-07, Singapore 089313",4.3,http://urbancurry.sg/,
Charcoal Tandoor Grill & Mixology,True,Charcoal Tandoor Grill & Mixology,,Thailand,"Fraser Suites Sukhumvit, 38/8 Sukhumvit Rd. Soi 11 5th Floor Khlong Toey Nua 8 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.6,http://www.charcoalbkk.com/,
El Santo Restaurant and Bar,True,El Santo Restaurant and Bar,,Thailand,"12/14, ข้างใน โนโวเทล ลิฟวิ่ง กรุงเทพฯ ลีแกซี, 29 ซ. สุขุมวิท 29 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",4.7,https://elsantobangkok.com/,
Chanderkhlong Restaurant ​​& Cafe,True,TM Cafe,Singapore,Singapore,Singapore,4.5,,
Ramen Kaosoi and Japanese Buffet,True,Ramen kaosoi,,Thailand,"หมู่บ้านธนะสิน 68 Thanon Muban Thana Sin 2, Khwaeng Khlong Kum, Khet Bueng Kum, Krung Thep Maha Nakhon 10230, Thailand",4.4,https://www.wongnai.com/restaurants/356281hI-%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%87%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%8B%E0%B8%AD%E0%B8%A2-%E0%B8%99%E0%B8%A7%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C-68,
Copper Chimney -  Syed Alwi Road Singapore,True,Copper Chimney Syed Alwi Road Singapore,Singapore,Singapore,"100 Syed Alwi Rd, Singapore 207676",4.2,http://www.copperchimney.com.sg/,
YANKII- Robatayaki & Bar,True,Yankii Robatayaki & Bar,,Thailand,"12 Soi Sukhumvit 24, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.8,http://www.yankiirestaurant.com/,
224 Winesphere ,True,224 Winesphere,,Thailand,"2/24 Soi Ari 1st Floor Phahon Yotin 5, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",4.9,https://web.facebook.com/profile.php?id=61566361422141,
Haldi & Mexicana,True,Haldi & Mexicana ( हल्दि )@ Authentic Indian & Mexican Restaurant & Bar,Singapore,Singapore,"61 Boat Quay, Singapore 049849",4.6,http://haldimexicana.sg/,
Marina Seafood House ,True,Marina Sea Food House 玛丽娜海鲜餐厅,Singapore,Singapore,"62 Boat Quay, Singapore 049850",4.7,http://www.marinaseafoodhouse.sg/,
ShoSha,True,SHOSHA ( Sizzlers & Grill ),Singapore,Singapore,"100 Syed Alwi Rd, #02-01, Singapore 207676",4.8,https://www.shosha.sg/,
Bangfa Shabu Buffet,True,SHABU-GO(&JOY JAPANESE FOOD STREET),Singapore,Singapore,"23 Serangoon Central, #B1 - 80A, Singapore 556083",4.5,https://res.com.sg/en/brands/shabu-go.html,
The Blue Tiffin At Village Hotel Changi,True,The Blue Tiffin,Singapore,Singapore,"1 Netheravon Rd, #01-01, Singapore 508502",4.6,http://www.thebluetiffinsg.com/,
Jao By KRUA JIANG MAI ,True,Krua Jiang Mai,,Thailand,"125 24 Soi Thong Lo, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.7,,
The Coffee Club Central Festival (Samui),True,THE COFFEE CLUB - Central Festival Samui,อำเภอเกาะสมุย,Thailand,"Room 129-130, Fl. 1 Central Festival Samui 209, 209/1, 209/2, ตำบล บ่อผุด อำเภอเกาะสมุย สุราษฎร์ธานี 84320, Thailand",4.6,http://www.thecoffeeclub.co.th/,
Kruajiangmai Thonglor,True,Krua Jiang Mai,,Thailand,"125 24 Soi Thong Lo, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.7,,
The Coffee Club The Coast (Phuket),True,THE COFFEE CLUB - The Coast Phuket,Tambon Patong,Thailand,"5/2 Thanon Sawatdirak, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",4.7,http://www.thecoffeeclub.co.th/,
The Coffee Club Avani Sukhumvit,True,THE COFFEE CLUB Avani Sukhumvit,,Thailand,"Avani Sukhumvit 1 floor Sukhumvit Rd, แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",4.5,https://thecoffeeclub.co.th/,
The Coffee Club Kokotel Hotel (Krabi),True,THE COFFEE CLUB - Kokotel Hotel,ตำบล อ่าวนาง,Thailand,"143 Moo 2, Tambol, ตำบล อ่าวนาง Ampure Muang, กระบี่ 81180, Thailand",4.8,https://thecoffeeclub.co.th/,
Rama at Furama Silom Hotel,True,Furama Silom,,Thailand,"533 Si Lom Rd, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",3.9,http://www.furama.com/silom,
The Coffee Club Central (Pattaya),True,THE COFFEE CLUB - Central pattaya,เมืองพัทยา,Thailand,"Fl. G 333/99 Village No. 9, Nong Prue Subdistrict, Mueang Pattaya, Bang Lamung District, Chonburi 20150 Bang Lamung, East, เมืองพัทยา Chon Buri, ชลบุรี 20260, Thailand",5.0,,
The Coffee Club Staybridge Thonglor,True,THE COFFEE CLUB - Staybridge Thonglor,,Thailand,"101 Soi Sukhumvit 55, Thonglor Road ,Khlong Tan Nuea Sub-district 101 Soi Thong Lo, Wattana Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.4,https://thecoffeeclub.co.th/,
298 Nikuya Yakiniku,True,298 Nikuya Yakiniku,,Thailand,"2/34 Soi Sukhumvit 41, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.9,https://aroimaru.com/restaurants/298-nikuya-yakiniku/,
Aunidin,False,,,,,,,No results found
Jaspe At Wyndham Singapore Hotel,True,Jaspé,Singapore,Singapore,"3 Coleman St, Singapore 179804",3.9,http://www.wyndhamsingapore.com/,
O'pazzo,True,O'Pazzo Blaak,Rotterdam,Netherlands,"Mariniersweg 90, 3011 NV Rotterdam, Netherlands",4.4,http://www.opazzo.nl/,
 Ninja Izakaya,True,NINJA IZAKAYA,,Thailand,"645 Thanon Lat Phrao Wanghin, Khwaeng Lat Phrao, Khet Lat Phrao, Krung Thep Maha Nakhon 10230, Thailand",4.5,,
Sailom Restaurant (Hua Hin),True,Sailom Hua Hin Restaurant,Tambon Nong Kae,Thailand,"โรงแรมสายลม 29 Phet Kasem Rd, Tambon Nong Kae, Amphoe Hua Hin, Chang Wat Prachuap Khiri Khan 77110, Thailand",4.3,https://www.facebook.com/Sailomhuahin/,
Che'rie Cafe,True,เฌอริ คาเฟ่ che'rie cafe bkk,,Thailand,"2nd floor, siam paradise hotel, 51 Thanon Ngam Wong Wan, Khwaeng Lat Yao, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.6,http://www.facebook.com/cheriecafebkk,
Crab Wang Imperial Dining At Hotel Boss,True,Crab Wang Imperial Dining,Singapore,Singapore,"500 Jln Sultan, #01-10 Hotel Boss, Singapore 199020",4.6,http://crabwangimperial.com/,
Lira Resto Bar,True,Lira Resto Bar,Singapore,Singapore,"24 Haji Ln, Singapore 189217",4.6,https://lirarestobar.sg/,
Yi Jia South Village Seafood Restaurant,True,Yi Jia South Village Seafood Restaurant (Macpherson),Singapore,Singapore,"544 MacPherson Rd, Singapore 368225",4.0,http://yijiasouthvillage.com.sg/,
Little Stove,True,Little Charcoal Stove小炭炉滋补鸡煲(黑丫丫),Singapore,Singapore,"284 Geylang Rd, Singapore 389331",4.6,,
Aufu Bar,True,AuFuBar,,Thailand,"599 ถ. เจริญกรุง Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100, Thailand",4.9,,
Starlight Rooftop Bar,True,Starlight Rooftop Bar,,Thailand,"R Floor, 222 Surawong Rd, Khwaeng Si Phraya, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.7,https://starlightrooftopbarbangkok.com/,
Shinsen Izakaya,True,Shinsen Izakaya Rawai Phuket,Tambon Rawai,Thailand,"131 3, Tambon Rawai, เมือง, Chang Wat Phuket 83130, Thailand",4.5,,
Vegas Cafe & Gallery,True,Vegas's Cafe& Gallery,Tambon Bang Khanun,Thailand,"168 Nakorn In Frontage Rd Tambon Bang Khanun, Amphoe Bang Kruai, Chang Wat Nonthaburi 11130, Thailand",4.9,,
The Bottleman Wine Bar,True,The Bottleman Wine Bar,,Thailand,"89/17 Thanon Witthayu, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.9,https://www.instagram.com/the.bottleman/profilecard/?igsh=cDdjZ2J1Z3N6bnZn,
Chorn Charm ,True,Charm Thong by Nakara Thai Cuisine,Singapore,Singapore,"146 Sims Ave, Singapore 387468",4.7,https://www.facebook.com/Nakara.sg,
The Landing Point At The Fullerton Bay Hotel Singapore,True,The Landing Point,Singapore,Singapore,"80 Collyer Quay, Singapore 049326",4.3,https://www.fullertonhotels.com/fullerton-bay-hotel-singapore/dining/restaurants-and-bars/the-landing-point,
La Brasserie At The Fullerton Bay Hotel Singapore,True,La Brasserie,Singapore,Singapore,"80 Collyer Quay, Singapore 049326",4.3,https://www.fullertonhotels.com/fullerton-bay-hotel-singapore/dining/la-brasserie,
Meng Pu Dong Pracha Chuen,True,ร้านข้าวต้มเม้งปูดอง สาขาประชาชื่น,Amphoe Mueang Nonthaburi,Thailand,"49/6 1 Soi Prachachuennonthaburi 8, Tambon Tha Sai, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi 11000, Thailand",4.5,https://www.facebook.com/share/16fKF9LiNV/?mibextid=wwXIfr,
Jade At The Fullerton Hotel Singapore,True,Jade,Singapore,Singapore,"1 Fullerton Sq, Singapore 049178",4.4,https://www.fullertonhotels.com/fullerton-hotel-singapore/dining/restaurants-and-bars/jade,
The Courtyard At The Fullerton Hotel Singapore,True,The Courtyard,Singapore,Singapore,"1 Fullerton Sq, Singapore 049178",4.3,https://www.fullertonhotels.com/fullerton-hotel-singapore/dining/restaurants-and-bars/the-courtyard,
Town Restaurant At The Fullerton Hotel Singapore,True,Town Restaurant,Singapore,Singapore,"1 Fullerton Sq, Singapore 049178",4.1,https://www.fullertonhotels.com/fullerton-hotel-singapore/dining/restaurants-and-bars/town-restaurant,
Taste of Seafood 海鮮的味道,True,Taste of Seafood 海鲜的味道,Singapore,Singapore,"64 Boat Quay, Singapore 049852",4.4,https://www.tasteofseafood.sg/,
Riverfront Seafood 河滨海鲜,True,Riverfront Seafood 新海岸海鲜楼,Singapore,Singapore,"75 Boat Quay, Singapore 049863",4.3,http://www.riverfrontseafood.sg/,
Karawa Omakase,True,Karawa Omakase,,Thailand,"29 Thanon Prasert-Manukitch, Khwaeng Chorakhe Bua, Khet Lat Phrao, Krung Thep Maha Nakhon 10230, Thailand",4.9,https://karawaomakase.com/,
The' Tea House FN Outlet (Hua Hin),True,The Tea House,Tambon Cha-am,Thailand,"MX82+HPM, Phet Kasem Rd, Tambon Cha-am, Amphoe Cha-am, Chang Wat Phetchaburi 76120, Thailand",4.7,https://www.facebook.com/Theteahousehuahin/,
Fu Lin Bar & Kitchen (Telok Ayer),True,Fu Lin Bar & Kitchen,Singapore,Singapore,"127 Telok Ayer St, Singapore 068596",4.3,https://www.facebook.com/fulinbarandkitchen/,
Jacob Barn,True,Jacob Barn,,Thailand,"18 Hua Mak Road, Khwaeng Hua Mak, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand",4.9,https://jacobbarn.com/,
Moana Cafe,True,Moana Sapa,Sa Pa,Vietnam,"số 68 Violet, Phường Cầu Mây, Sa Pa, Lào Cai 330000, Vietnam",4.2,https://www.facebook.com/profile.php?id=100095461925872&mibextid=LQQJ4d,
Fu Lin Bar & Kitchen (Clarke Quay),True,Fu Lin - Clarke Quay,Singapore,Singapore,"3D River Valley Rd, #01 - 02, Singapore 179023",4.1,http://www.fulinclarkequay.com/,
Kinnaree Restaurant Sukhumvit 8,True,Kinnaree by Vanessa WU,,Thailand,"43 Soi Sukhumvit 8, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.7,https://www.kinnareesukhumvit8.com/,
O.BBa Jjajang,True,O.BBa Jjajang,Singapore,Singapore,"77A Tg Pagar Rd, Singapore 088498",4.7,https://obba-sg.com/,
Wander BKK,True,Wander BKK,,Thailand,"64 Thanon Pan, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.5,https://www.facebook.com/Wanderbkk-310370763200479/,
HiBuddy BBQ 烤肉研究所,True,HiBuddy BBQ 烤肉研究所,Singapore,Singapore,"68 Tg Pagar Rd, Singapore 088489",4.9,https://www.hibuddy.sg/,
The Blooming Gallery ,True,The Blooming Gallery-Thonglor,,Thailand,"88/1 Eight Thonglor Building, LG floor, Spiral staircase, แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",4.2,https://lin.ee/wO8AyeW,
Yoki Niku よきにく (Chonburi),True,YOKI NIKU 1 よきにく สาขาตลาดปลาบางแสน,Tambon Saen Suk,Thailand,"Thanon Khao Lam, Tambon Saen Suk, Amphoe Mueang Chon Buri, Chang Wat Chon Buri 20130, Thailand",5.0,https://www.facebook.com/profile.php?id=100083146698304&mibextid=LQQJ4d,
Honomi Shabu & Omakase,True,Honomi Shabu & Omakase (Halal),,Thailand,"999/1-4 Rama IX Rd, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",4.9,,
Reun Rom Bar,True,รื่นรมย์บาร์ Reun Rom Bar,,Thailand,"1064/67-69 (1st Floor of Bed to Bangkok Hotel Phahon Yothin Road, ซอย วิภาวดีรังสิต 18 แยก 2 แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900, Thailand",5.0,https://www.facebook.com/reunrombar,
Ping Buffet,True,TopTable,Singapore,Singapore,"46 Kim Yam Rd, New Bahru, #04-12, Singapore 239351",5.0,https://www.toptable.com.sg/,
Ar Tee Mala Shabu Ping Yang,True,Tee ping yang,,Thailand,"344 ซ. จุฬาลงกรณ์ 16 Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.3,,
Beer Collection,True,Drink2Connect (Collection Point),Singapore,Singapore,"Block 640 Rowell Rd, Singapore 200640",4.9,https://drink2connect.com.sg/,
The Factory Corner,True,The Factory Corner,,Thailand,"9/6 Thanon Bang Phrom, Khwaeng Bang Phrom, Khet Taling Chan, Krung Thep Maha Nakhon 10170, Thailand",4.6,https://www.facebook.com/profile.php?id=61557031841851,
61 Bistro,True,61 Bistro,,Thailand,"32 ซอย พัฒนาการ 61 Khwaeng Prawet, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",4.9,,
Big Bite Burger BKK,True,Big Bite Burger Bar & Grill,,Thailand,"Courtyard Bangkok Suvarnabhumi Airport 599/9 Thanon Lat Krabang, Khwaeng Lat Krabang, Khet Lat Krabang, Krung Thep Maha Nakhon 10520, Thailand",4.7,https://www.marriott.com/en-us/hotels/bkkap-courtyard-bangkok-suvarnabhumi-airport/dining/,
Neua Camp Fire,True,Neua Camp Fire Pridi 26,,Thailand,"บ้านเลขที่ 8 และ 10 Soi Pridi Banomyong 26, Khwaeng Phra Khanong Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.7,http://fb.me/fijicampfire,
Dream Premium Korean BBQ Buffet Ruea-bin - 드림 코리안 비비큐,True,DREAM PREMIUM KOREAN BBQ-BUFFET,Tambon Bang Chalong,Thailand,"88/99 หมู่7 Tambon Bang Chalong, Amphoe Bang Phli, Chang Wat Samut Prakan 10540, Thailand",4.8,,
Dream Premium Korean BBQ Buffet Talat Long Ma Si Er - 드림 코리안 비비큐,True,DREAM PREMIUM KOREAN BBQ-BUFFET,Tambon Bang Chalong,Thailand,"88/99 หมู่7 Tambon Bang Chalong, Amphoe Bang Phli, Chang Wat Samut Prakan 10540, Thailand",4.8,,
Mosby BKK,True,Mosby BKK,,Thailand,"35/148 Soi Ratchadaphisek 36, Lane 9-17, Khwaeng Chan Kasem, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.9,https://www.instagram.com/mosby.bkk?igsh=aWFsYXN1aDQ5dzhq,
Ojisan Massage & Meal Experience,True,Ojisan Relaxing Station (Massage) 按摩 นวด สปา SuanPhak Branch หลังตลาดสดธนบุรี,,Thailand,"989 Thanon Suan Phak, Khwaeng Sala Thammasop, Khet Thawi Watthana, Krung Thep Maha Nakhon 10170, Thailand",4.8,https://www.ojisanrelaxing.com/,
The Pablo Bangkok,True,The Pablo Bangkok,,Thailand,"2 Soi Sukhumvit 25, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.3,https://the-pablo-bangkok.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,
Dream Premium Korean Shabu Buffet 드림 샤브샤브,True,DREAM PREMIUM KOREAN-SHABU SHABU,Tambon Bang Chalong,Thailand,"30 7, Tambon Bang Chalong, Amphoe Bang Phli, Chang Wat Samut Prakan 10540, Thailand",4.7,,
Ayutthaya Retreat (Ayutthaya),True,Ayutthaya Retreat,Ban Pom,Thailand,"9G6M+9J8, Ban Pom, Phra Nakhon Si Ayutthaya District, Phra Nakhon Si Ayutthaya 13000, Thailand",4.4,https://www.facebook.com/ayutthayaretreat/?ref=py_c,
BUCKS CAFE,True,Buck's Cafe,Wollongong,Australia,"11 Stewart St, Wollongong NSW 2500, Australia",4.8,,
