activity_id,source_table,channel,kol_platform,kol_id,kol_username,kol_restaurant_id,kol_restaurant_name,kol_country,kol_cuisine_type,kol_post_url,kol_post_date,kol_price_per_post,kol_cpm,kol_views,kol_likes,kol_comments,kol_conv_rate,kol_growth_rate,crm_campaign_id,crm_campaign_name,crm_country,crm_restaurant_id,crm_sent_datetime,crm_lang,crm_city,crm_audience,crm_topic,crm_published,crm_sent,crm_delivered,crm_total_clicked,crm_unique_clicked,crm_unique_conversions,crm_revenue,crm_ctr,crm_click_to_purchase,crm_delivered_to_purchase,crm_rev_per_click,fb_ad_name,fb_delivery_status,fb_delivery_level,fb_result_type,fb_country,fb_start_date,fb_end_date,fb_restaurant_id,fb_restaurant_id_2,fb_restaurant_id_3,fb_restaurant_id_4,fb_restaurant_id_5,fb_reach,fb_impressions,fb_frequency,fb_results,fb_amount_spent_thb,fb_cost_per_result
CRM_7d359ccd25d5,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1449.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250116_1700_sm168-restaurant-bar-jan25,Thailand,,2025-01-16 17:00:00,TH,BKK,single,sm168-restaurant-bar-jan25,56482.0,56482.0,48398.0,540.0,532.0,14.0,52564.0,0.011,0.0263,0.000289,98.80451128,,,,,,,,,,,,,,,,,,
CRM_dc7beca7b95a,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1456.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250117_1100_kunshine-hotpot-jan25,Thailand,"4088, 4089, 5207",2025-01-17 11:26:00,TH,BKK,group,kunshine-hotpot-jan25,56522.0,56522.0,48279.0,342.0,332.0,5.0,16420.0,0.0069,0.0151,0.000104,49.45783133,,,,,,,,,,,,,,,,,,
CRM_579255e7febc,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1457.0,EN_BKK_ctnoti_netcore_group_N_N_active_20250117_1100_kunshine-hotpot-jan25,Thailand,,2025-01-17 11:27:00,EN,BKK,group,kunshine-hotpot-jan25,44946.0,44946.0,35953.0,247.0,235.0,3.0,3399.0,0.0065,0.0128,8.3e-05,14.46382979,,,,,,,,,,,,,,,,,,
CRM_536eb7d809ac,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1458.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250117_1500_kingkong-jan25,Thailand,"1382, 1384, 4329",2025-01-17 14:57:00,TH,BKK,group,kingkong-jan25,56559.0,56559.0,48443.0,359.0,354.0,7.0,20285.0,0.0073,0.0198,0.000144,57.30225989,,,,,,,,,,,,,,,,,,
CRM_9a105cd72585,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1459.0,EN_BKK_ctnoti_netcore_group_N_N_active_20250117_1500_kingkong-jan25,Thailand,,2025-01-17 14:59:00,EN,BKK,group,kingkong-jan25,44926.0,44926.0,36202.0,336.0,317.0,7.0,63962.0,0.0088,0.0221,0.000193,201.7728707,,,,,,,,,,,,,,,,,,
CRM_967a37fe6d0b,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1461.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250117_1700_loong-foong-jan25,Thailand,,2025-01-17 17:00:00,EN,BKK,single,loong-foong-jan25,44941.0,44941.0,36220.0,254.0,238.0,3.0,26185.0,0.0066,0.0126,8.3e-05,110.0210084,,,,,,,,,,,,,,,,,,
CRM_1d10109a7453,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1460.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250117_1700_loong-foong-jan25,Thailand,3620,2025-01-17 17:00:00,TH,BKK,single,loong-foong-jan25,56577.0,56577.0,48456.0,231.0,224.0,5.0,14380.0,0.0046,0.0223,0.000103,64.19642857,,,,,,,,,,,,,,,,,,
CRM_51cc460e5675,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1463.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250118_1100_deja-brew-lifestyle-cafe-jan25,Thailand,,2025-01-18 11:00:00,EN,BKK,single,deja-brew-lifestyle-cafe-jan25,45010.0,45010.0,35922.0,273.0,266.0,7.0,30360.0,0.0074,0.0263,0.000195,114.1353383,,,,,,,,,,,,,,,,,,
CRM_aff0488c9b12,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1462.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250118_1100_deja-brew-lifestyle-cafe-jan25,Thailand,3596,2025-01-18 11:00:00,TH,BKK,single,deja-brew-lifestyle-cafe-jan25,56642.0,56642.0,48118.0,347.0,340.0,7.0,12318.0,0.0071,0.0206,0.000145,36.22941176,,,,,,,,,,,,,,,,,,
CRM_aa555fdfb75e,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1465.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250118_1500_the-mulberry-chinese-jan25,Thailand,,2025-01-18 15:00:00,EN,BKK,single,the-mulberry-chinese-jan25,45042.0,45042.0,36218.0,278.0,271.0,4.0,7693.0,0.0075,0.0148,0.00011,28.38745387,,,,,,,,,,,,,,,,,,
CRM_070b57f96482,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1464.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250118_1500_the-mulberry-chinese-jan25,Thailand,928,2025-01-18 15:00:00,TH,BKK,single,the-mulberry-chinese-jan25,56679.0,56679.0,48408.0,274.0,270.0,5.0,7945.0,0.0056,0.0185,0.000103,29.42592593,,,,,,,,,,,,,,,,,,
CRM_21de425c52e9,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1467.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250118_1700_red-sky-restaurant-jan25,Thailand,,2025-01-18 17:00:00,EN,BKK,single,red-sky-restaurant-jan25,45036.0,45036.0,36135.0,293.0,282.0,8.0,18724.0,0.0078,0.0284,0.000221,66.39716312,,,,,,,,,,,,,,,,,,
CRM_fd7c496fc0bb,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1466.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250118_1700_red-sky-restaurant-jan25,Thailand,2909,2025-01-18 17:00:00,TH,BKK,single,red-sky-restaurant-jan25,56701.0,56701.0,48412.0,265.0,263.0,9.0,28581.0,0.0054,0.0342,0.000186,108.6730038,,,,,,,,,,,,,,,,,,
CRM_47632a67e2c7,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1469.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250119_1100_savio-at-chatrium-grand-jan25,Thailand,,2025-01-19 11:00:00,EN,BKK,single,savio-at-chatrium-grand-jan25,45113.0,45113.0,35954.0,246.0,238.0,7.0,43621.0,0.0066,0.0294,0.000195,183.2815126,,,,,,,,,,,,,,,,,,
CRM_fb42191203b7,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1468.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250119_1100_savio-at-chatrium-grand-jan25,Thailand,3629,2025-01-19 11:00:00,TH,BKK,single,savio-at-chatrium-grand-jan25,56733.0,56733.0,48208.0,248.0,241.0,4.0,22787.0,0.005,0.0166,8.3e-05,94.55186722,,,,,,,,,,,,,,,,,,
CRM_5b777cb61cda,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1471.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250119_1500_romsai-jan25,Thailand,,2025-01-19 15:00:00,EN,BKK,single,romsai-jan25,45133.0,45133.0,36235.0,274.0,257.0,4.0,15295.0,0.0071,0.0156,0.00011,59.51361868,,,,,,,,,,,,,,,,,,
CRM_003fbe933ec6,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1470.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250119_1500_romsai-jan25,Thailand,894,2025-01-19 15:00:00,TH,BKK,single,romsai-jan25,56764.0,56764.0,48468.0,344.0,332.0,4.0,22302.0,0.0068,0.012,8.3e-05,67.1746988,,,,,,,,,,,,,,,,,,
CRM_47952d424131,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1473.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250119_1700_meng-pu-dong-talat-phlu-jan25,Thailand,,2025-01-19 17:00:00,EN,BKK,single,meng-pu-dong-talat-phlu-jan25,45149.0,45149.0,36275.0,317.0,308.0,3.0,4076.0,0.0085,0.0097,8.3e-05,13.23376623,,,,,,,,,,,,,,,,,,
CRM_a86ef41f7d93,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1472.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250119_1700_meng-pu-dong-talat-phlu-jan25,Thailand,,2025-01-19 17:00:00,TH,BKK,single,meng-pu-dong-talat-phlu-jan25,56801.0,56801.0,48532.0,345.0,335.0,6.0,7663.0,0.0069,0.0179,0.000124,22.87462687,,,,,,,,,,,,,,,,,,
CRM_fda367308230,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1474.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250120_1100_chinese-new-year-jan25,Thailand,,2025-01-20 11:18:00,TH,BKK,group,chinese-new-year-jan25,56815.0,56815.0,48421.0,201.0,198.0,1.0,1098.0,0.0041,0.0051,2.1e-05,5.545454545,,,,,,,,,,,,,,,,,,
CRM_2e02539677d3,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1475.0,EN_BKK_ctnoti_netcore_group_N_N_active_20250120_1100_chinese-new-year-jan25,Thailand,,2025-01-20 11:19:00,EN,BKK,group,chinese-new-year-jan25,45218.0,45218.0,36160.0,236.0,220.0,2.0,5579.0,0.0061,0.0091,5.5e-05,25.35909091,,,,,,,,,,,,,,,,,,
CRM_0727a3af87cf,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1479.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250120_1500_wagyu-yakiniku-ken-jan25,Thailand,,2025-01-20 15:00:00,EN,BKK,single,wagyu-yakiniku-ken-jan25,45214.0,45214.0,36343.0,317.0,307.0,4.0,8430.0,0.0084,0.013,0.00011,27.45928339,,,,,,,,,,,,,,,,,,
CRM_184e80969cee,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1478.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250120_1500_wagyu-yakiniku-ken-jan25,Thailand,4174,2025-01-20 15:00:00,TH,BKK,single,wagyu-yakiniku-ken-jan25,56821.0,56821.0,48586.0,273.0,265.0,3.0,11906.0,0.0055,0.0113,6.2e-05,44.92830189,,,,,,,,,,,,,,,,,,
CRM_d26666d40557,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1477.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250120_1700_na-klongwan-vibhavadi-20-jan25,Thailand,,2025-01-20 17:00:00,EN,BKK,single,na-klongwan-vibhavadi-20-jan25,45224.0,45224.0,36306.0,319.0,313.0,3.0,9406.0,0.0086,0.0096,8.3e-05,30.05111821,,,,,,,,,,,,,,,,,,
CRM_318a6350a8c9,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1476.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250120_1700_na-klongwan-vibhavadi-20-jan25,Thailand,2681,2025-01-20 17:00:00,TH,BKK,single,na-klongwan-vibhavadi-20-jan25,56853.0,56853.0,48584.0,280.0,274.0,2.0,16744.0,0.0056,0.0073,4.1e-05,61.10948905,,,,,,,,,,,,,,,,,,
CRM_5ecf9246b821,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1480.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250121_1100_open-at-doubletree-jan25,Thailand,4405,2025-01-21 11:16:00,TH,BKK,single,open-at-doubletree-jan25,56802.0,56802.0,48443.0,478.0,470.0,13.0,27989.0,0.0097,0.0277,0.000268,59.55106383,,,,,,,,,,,,,,,,,,
CRM_bb053ae1f1df,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1481.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250121_1100_open-at-doubletree-jan25,Thailand,,2025-01-21 11:17:00,EN,BKK,single,open-at-doubletree-jan25,43762.0,43762.0,34886.0,359.0,347.0,12.0,35484.0,0.0099,0.0346,0.000344,102.259366,,,,,,,,,,,,,,,,,,
CRM_66057b124dca,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1482.0,TH_BKK_ctnoti_netcore_mkt_N_N_active_20250121_1500_points-exp-jan25,Thailand,#SPILL!,2025-01-21 15:00:00,TH,BKK,mkt,points-exp-jan25,1230.0,1230.0,1066.0,16.0,15.0,0.0,0.0,0.0141,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
CRM_68fcacee3406,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1483.0,EN_BKK_ctnoti_netcore_mkt_N_N_active_20250121_1500_points-exp-jan25,Thailand,,2025-01-21 15:00:00,EN,BKK,mkt,points-exp-jan25,792.0,792.0,696.0,3.0,3.0,0.0,0.0,0.0043,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
CRM_fcf0e9a165ac,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1485.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250121_1700_redsquare-rooftop-bar-jan25,Thailand,,2025-01-21 17:00:00,EN,BKK,single,redsquare-rooftop-bar-jan25,43784.0,43784.0,35136.0,281.0,269.0,5.0,19868.0,0.0077,0.0186,0.000142,73.85873606,,,,,,,,,,,,,,,,,,
CRM_d27fd5e2a7b2,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1484.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250121_1700_redsquare-rooftop-bar-jan25,Thailand,4412,2025-01-21 17:00:00,TH,BKK,single,redsquare-rooftop-bar-jan25,56848.0,56848.0,48614.0,253.0,247.0,9.0,21190.0,0.0051,0.0364,0.000185,85.78947368,,,,,,,,,,,,,,,,,,
CRM_7ddc9c665669,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1491.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250122_1100_weekly-new-week3-jan25,Thailand,,2025-01-22 11:12:00,TH,BKK,group,weekly-new-week3-jan25,56854.0,56854.0,48573.0,210.0,202.0,3.0,9048.0,0.0042,0.0149,6.2e-05,44.79207921,,,,,,,,,,,,,,,,,,
CRM_be4a2fa6bfb4,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1492.0,EN_BKK_ctnoti_netcore_group_N_N_active_20250122_1100_weekly-new-week3-jan25,Thailand,,2025-01-22 11:18:00,EN,BKK,group,weekly-new-week3-jan25,43787.0,43787.0,34971.0,251.0,243.0,3.0,7448.0,0.0069,0.0123,8.6e-05,30.65020576,,,,,,,,,,,,,,,,,,
CRM_d4e2f72d2837,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1498.0,SG_BKK_ctnoti_netcore_single_N_N_active_20250122_1200_sg-the-spot-jan25,Singapore,,2025-01-22 12:19:00,SG,BKK,single,sg-the-spot-jan25,2365.0,2365.0,1756.0,28.0,27.0,0.0,0.0,0.0154,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
CRM_7fafdc6f7098,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1495.0,EN_BKK_ctnoti_netcore_group_N_N_active_20250122_1500_ads-zaap-classic-jan25,Thailand,,2025-01-22 15:00:00,EN,BKK,group,ads-zaap-classic-jan25,43731.0,43731.0,35132.0,232.0,216.0,3.0,22976.0,0.0061,0.0139,8.5e-05,106.3703704,,,,,,,,,,,,,,,,,,
CRM_6e6e59e780e2,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1493.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250122_1500_ads-zaap-classic-jan25,Thailand,,2025-01-22 15:00:00,TH,BKK,group,ads-zaap-classic-jan25,56842.0,56842.0,48670.0,281.0,272.0,3.0,4840.0,0.0056,0.011,6.2e-05,17.79411765,,,,,,,,,,,,,,,,,,
CRM_ac81d936ad5d,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1499.0,SG_BKK_ctnoti_netcore_single_N_N_active_20250122_1500_sg-imbue-jan25,Singapore,,2025-01-22 15:00:00,SG,BKK,single,sg-imbue-jan25,2278.0,2278.0,1750.0,21.0,20.0,1.0,1699.0,0.0114,0.05,0.000571,84.95,,,,,,,,,,,,,,,,,,
CRM_b36f07971319,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1497.0,EN_BKK_ctnoti_netcore_group_N_N_active_20250122_1700_copper-buffet1028feb-jan25,Thailand,,2025-01-22 17:00:00,EN,BKK,group,copper-buffet1028feb-jan25,43719.0,43719.0,35137.0,328.0,315.0,5.0,19682.0,0.009,0.0159,0.000142,62.48253968,,,,,,,,,,,,,,,,,,
CRM_5bdf3bc085e4,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1496.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250122_1700_copper-buffet1028feb-jan25,Thailand,"837, 4503",2025-01-22 17:00:00,TH,BKK,group,copper-buffet1028feb-jan25,56852.0,56852.0,48651.0,375.0,365.0,5.0,11175.0,0.0075,0.0137,0.000103,30.61643836,,,,,,,,,,,,,,,,,,
CRM_6027934bfda2,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1501.0,EN_BKK_ctnoti_netcore_group_N_N_active_20250123_900_copper-buffet1028feb-jan25,Thailand,,2025-01-23 09:00:00,EN,BKK,group,copper-buffet1028feb-jan25,44094.0,44094.0,34721.0,292.0,275.0,4.0,41166.0,0.0079,0.0145,0.000115,149.6945455,,,,,,,,,,,,,,,,,,
CRM_c856bd79c531,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1500.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250123_900_copper-buffet1028feb-jan25,Thailand,"837, 4503",2025-01-23 09:00:00,TH,BKK,group,copper-buffet1028feb-jan25,57127.0,57127.0,48231.0,283.0,277.0,6.0,18916.0,0.0057,0.0217,0.000124,68.28880866,,,,,,,,,,,,,,,,,,
CRM_46f111b62152,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1503.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250123_1500_gyu-en-siam-yakiniku-jan25,Thailand,,2025-01-23 15:00:00,EN,BKK,single,gyu-en-siam-yakiniku-jan25,44095.0,44095.0,35274.0,254.0,246.0,5.0,14432.0,0.007,0.0203,0.000142,58.66666667,,,,,,,,,,,,,,,,,,
CRM_9eafe2d1fffb,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1502.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250123_1500_gyu-en-siam-yakiniku-jan25,Thailand,5082,2025-01-23 15:00:00,TH,BKK,single,gyu-en-siam-yakiniku-jan25,57148.0,57148.0,48763.0,292.0,284.0,2.0,3546.0,0.0058,0.007,4.1e-05,12.48591549,,,,,,,,,,,,,,,,,,
CRM_f1e2d2f85f25,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1505.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250123_1700_spice-barley-jan25,Thailand,,2025-01-23 17:00:00,EN,BKK,single,spice-barley-jan25,44076.0,44076.0,35288.0,224.0,219.0,1.0,5590.0,0.0062,0.0046,2.8e-05,25.52511416,,,,,,,,,,,,,,,,,,
CRM_a58922bb4fc4,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1504.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250123_1700_spice-barley-jan25,Thailand,,2025-01-23 17:00:00,TH,BKK,single,spice-barley-jan25,57166.0,57166.0,48798.0,269.0,265.0,3.0,12832.0,0.0054,0.0113,6.1e-05,48.42264151,,,,,,,,,,,,,,,,,,
CRM_bc91f737a92b,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1506.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250124_1100_river-barge-jan25,Thailand,1841,2025-01-24 11:27:00,TH,BKK,single,river-barge-jan25,57128.0,57128.0,48679.0,292.0,289.0,6.0,24670.0,0.0059,0.0208,0.000123,85.3633218,,,,,,,,,,,,,,,,,,
CRM_6b91d95fb9ad,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1507.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250124_1100_river-barge-jan25,Thailand,,2025-01-24 11:29:00,EN,BKK,single,river-barge-jan25,44062.0,44062.0,35059.0,313.0,299.0,13.0,54396.0,0.0085,0.0435,0.000371,181.9264214,,,,,,,,,,,,,,,,,,
CRM_ab5c71d52cff,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1508.0,TH_BKK_ctnoti_netcore_mkt_N_N_active_20250124_1500_chnese-new-year-buffet-jan25,Thailand,,2025-01-25 14:40:00,TH,BKK,mkt,chnese-new-year-buffet-jan25,57211.0,57211.0,48755.0,263.0,260.0,5.0,16429.0,0.0053,0.0192,0.000103,63.18846154,,,,,,,,,,,,,,,,,,
CRM_cdfd92d0cc6e,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1509.0,EN_BKK_ctnoti_netcore_mkt_N_N_active_20250124_1500_chnese-new-year-buffet-jan25,Thailand,,2025-01-25 15:00:00,EN,BKK,mkt,chnese-new-year-buffet-jan25,44272.0,44272.0,35351.0,241.0,233.0,0.0,0.0,0.0066,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
CRM_37b14dc80ee6,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1511.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250124_1700_ads-chatuchak-cafe-jan25,Thailand,,2025-01-25 17:00:00,EN,BKK,single,ads-chatuchak-cafe-jan25,44213.0,44213.0,35470.0,298.0,284.0,0.0,0.0,0.008,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
CRM_fe279a6e4011,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1510.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250124_1700_ads-chatuchak-cafe-jan25,Thailand,3649,2025-01-25 17:00:00,TH,BKK,single,ads-chatuchak-cafe-jan25,57207.0,57207.0,48891.0,258.0,253.0,5.0,6475.0,0.0052,0.0198,0.000102,25.59288538,,,,,,,,,,,,,,,,,,
CRM_328ac91cebe2,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1512.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250127_1100_riverside-terrace-jan25,Thailand,,2025-01-27 11:18:00,TH,BKK,single,riverside-terrace-jan25,56241.0,56241.0,47698.0,218.0,208.0,3.0,4533.0,0.0044,0.0144,6.3e-05,21.79326923,,,,,,,,,,,,,,,,,,
CRM_f54f6145e0e9,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1513.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250127_1100_riverside-terrace-jan25,Thailand,,2025-01-27 11:20:00,EN,BKK,single,riverside-terrace-jan25,44207.0,44207.0,35068.0,265.0,250.0,3.0,8561.0,0.0071,0.012,8.6e-05,34.244,,,,,,,,,,,,,,,,,,
CRM_020da9d7c302,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1514.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250127_1500_versailles-palace-jan25,Thailand,"4741, 4742",2025-01-27 15:40:00,TH,BKK,group,versailles-palace-jan25,56235.0,56235.0,47913.0,353.0,349.0,4.0,13662.0,0.0073,0.0115,8.3e-05,39.14613181,,,,,,,,,,,,,,,,,,
CRM_f548e589fe42,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1515.0,EN_BKK_ctnoti_netcore_group_N_N_active_20250127_1500_versailles-palace-jan25,Thailand,,2025-01-27 15:43:00,EN,BKK,group,versailles-palace-jan25,44113.0,44113.0,35385.0,291.0,280.0,7.0,32530.0,0.0079,0.025,0.000198,116.1785714,,,,,,,,,,,,,,,,,,
CRM_143873fcb715,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1517.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250127_1700_ads-bistro-m-jan25,Thailand,,2025-01-27 17:00:00,EN,BKK,single,ads-bistro-m-jan25,44094.0,44094.0,35403.0,321.0,310.0,5.0,15778.0,0.0088,0.0161,0.000141,50.89677419,,,,,,,,,,,,,,,,,,
CRM_812a514a740b,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1516.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250127_1700_ads-bistro-m-jan25,Thailand,875,2025-01-27 17:00:00,TH,BKK,single,ads-bistro-m-jan25,56263.0,56263.0,47936.0,334.0,327.0,8.0,33805.0,0.0068,0.0245,0.000167,103.3792049,,,,,,,,,,,,,,,,,,
CRM_453d915253e3,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1518.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250128_1100_krungsri-jan25,Thailand,,2025-01-28 12:03:00,TH,BKK,single,krungsri-jan25,56453.0,56453.0,47990.0,196.0,194.0,3.0,7078.0,0.004,0.0155,6.3e-05,36.48453608,,,,,,,,,,,,,,,,,,
CRM_b6ebe55ffbda,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1519.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250128_1100_krungsri-jan25,Thailand,,2025-01-28 12:05:00,EN,BKK,single,krungsri-jan25,44275.0,44275.0,35248.0,217.0,207.0,2.0,31690.0,0.0059,0.0097,5.7e-05,153.0917874,,,,,,,,,,,,,,,,,,
CRM_1461b93183c9,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1521.0,EN_BKK_ctnoti_netcore_single_N_N_active_20250128_1500_stock-room-jan25,Thailand,,2025-01-28 15:00:00,EN,BKK,single,stock-room-jan25,44280.0,44280.0,35480.0,261.0,248.0,4.0,5055.0,0.007,0.0161,0.000113,20.38306452,,,,,,,,,,,,,,,,,,
CRM_6818a0460021,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1520.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250128_1500_stock-room-jan25,Thailand,5196,2025-01-28 15:00:00,TH,BKK,single,stock-room-jan25,56490.0,56490.0,48068.0,203.0,198.0,7.0,15321.0,0.0041,0.0354,0.000146,77.37878788,,,,,,,,,,,,,,,,,,
CRM_330dcd770d4c,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1523.0,EN_BKK_ctnoti_netcore_group_N_N_active_20250128_1700_hongmin-jan25,Thailand,,2025-01-28 17:00:00,EN,BKK,group,hongmin-jan25,44332.0,44332.0,35534.0,262.0,256.0,2.0,12618.0,0.0072,0.0078,5.6e-05,49.2890625,,,,,,,,,,,,,,,,,,
CRM_54fa22634474,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1522.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250128_1700_hongmin-jan25,Thailand,"740, 741, 742, 743, 745, 746",2025-01-28 17:00:00,TH,BKK,group,hongmin-jan25,56534.0,56534.0,48157.0,295.0,290.0,9.0,23564.0,0.006,0.031,0.000187,81.25517241,,,,,,,,,,,,,,,,,,
CRM_3ffb7ade4746,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,1524.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250129_1100_happy-lunar-new-year-jan25,Thailand,,2025-01-29 10:53:00,TH,BKK,group,happy-lunar-new-year-jan25,56669.0,56669.0,48056.0,210.0,208.0,3.0,9733.0,0.0043,0.0144,6.2e-05,46.79326923,,,,,,,,,,,,,,,,,,
